Date,Agency,Policy_Type,Coverage,Conversions
2023-03-12,Geico,Life,Term,167
2023-03-12,Geico,Life,Whole,115
2023-03-12,StateFarm,Auto,Comprehensive,305
2023-03-12,StateFarm,Auto,Liability,271
2023-03-12,StateFarm,Home,Property,164
2023-03-12,StateFarm,Home,Renters,196
2023-03-12,StateFarm,Life,Term,165
2023-03-12,StateFarm,Life,Whole,105
2023-03-12,Allstate,Auto,Comprehensive,159
2023-03-12,Allstate,Auto,Liability,188
2023-03-12,Allstate,Home,Property,289
2023-03-12,Allstate,Home,Renters,173
2023-03-12,Allstate,Life,Term,299
2023-03-12,Allstate,Life,Whole,141
2023-03-13,Geico,Auto,Comprehensive,371
2023-03-13,Geico,Auto,Liability,218
2023-03-13,Geico,Home,Property,293
2023-03-13,Geico,Home,Renters,76
2023-03-13,Geico,Life,Term,165
2023-03-13,Geico,Life,Whole,290
2023-03-13,StateFarm,Auto,Comprehensive,129
2023-03-13,StateFarm,Auto,Liability,220
2023-03-13,StateFarm,Home,Property,78
2023-03-13,StateFarm,Home,Renters,292
2023-03-13,StateFarm,Life,Term,265
2023-03-13,StateFarm,Life,Whole,165
2023-03-13,Allstate,Auto,Comprehensive,155
2023-03-13,Allstate,Auto,Liability,191
2023-03-13,Allstate,Home,Property,149
2023-03-13,Allstate,Home,Renters,169
2023-03-13,Allstate,Life,Term,219
2023-03-13,Allstate,Life,Whole,171
2023-03-14,Geico,Auto,Comprehensive,190
2023-03-14,Geico,Auto,Liability,97
2023-03-14,Geico,Home,Property,80
2023-03-14,Geico,Home,Renters,168
2023-03-14,Geico,Life,Term,234
2023-03-14,Geico,Life,Whole,265
2023-03-14,StateFarm,Auto,Comprehensive,149
2023-03-14,StateFarm,Auto,Liability,92
2023-03-14,StateFarm,Home,Property,252
2023-03-14,StateFarm,Home,Renters,96
2023-03-14,StateFarm,Life,Term,192
2023-03-14,StateFarm,Life,Whole,115
2023-03-14,Allstate,Auto,Comprehensive,291
2023-03-14,Allstate,Auto,Liability,228
2023-03-14,Allstate,Home,Property,189
2023-03-14,Allstate,Home,Renters,204
2023-03-14,Allstate,Life,Term,231
2023-03-14,Allstate,Life,Whole,79
2023-03-15,Geico,Auto,Comprehensive,205
2023-03-15,Geico,Auto,Liability,329
2023-03-15,Geico,Home,Property,60
2023-03-15,Geico,Home,Renters,149
2023-03-15,Geico,Life,Term,92
2023-03-15,Geico,Life,Whole,131
2023-03-15,StateFarm,Auto,Comprehensive,284
2023-03-15,StateFarm,Auto,Liability,143
2023-03-15,StateFarm,Home,Property,257
2023-03-15,StateFarm,Home,Renters,226
2023-03-15,StateFarm,Life,Term,180
2023-03-15,StateFarm,Life,Whole,290
2023-03-15,Allstate,Auto,Comprehensive,323
2023-03-15,Allstate,Auto,Liability,163
2023-03-15,Allstate,Home,Property,183
2023-03-15,Allstate,Home,Renters,234
2023-03-15,Allstate,Life,Term,203
2023-03-15,Allstate,Life,Whole,243
2023-03-16,Geico,Auto,Comprehensive,230
2023-03-16,Geico,Auto,Liability,105
2023-03-16,Geico,Home,Property,259
2023-03-16,Geico,Home,Renters,263
2023-03-16,Geico,Life,Term,65
2023-03-16,Geico,Life,Whole,76
2023-03-16,StateFarm,Auto,Comprehensive,282
2023-03-16,StateFarm,Auto,Liability,278
2023-03-16,StateFarm,Home,Property,201
2023-03-16,StateFarm,Home,Renters,70
2023-03-16,StateFarm,Life,Term,146
2023-03-16,StateFarm,Life,Whole,115
2023-03-16,Allstate,Auto,Comprehensive,320
2023-03-16,Allstate,Auto,Liability,203
2023-03-16,Allstate,Home,Property,276
2023-03-16,Allstate,Home,Renters,165
2023-03-16,Allstate,Life,Term,57
2023-03-16,Allstate,Life,Whole,59
2023-03-17,Geico,Auto,Comprehensive,351
2023-03-17,Geico,Auto,Liability,322
2023-03-17,Geico,Home,Property,215
2023-03-17,Geico,Home,Renters,188
2023-03-17,Geico,Life,Term,160
2023-03-17,Geico,Life,Whole,211
2023-03-17,StateFarm,Auto,Comprehensive,266
2023-03-17,StateFarm,Auto,Liability,89
2023-03-17,StateFarm,Home,Property,298
2023-03-17,StateFarm,Home,Renters,297
2023-03-17,StateFarm,Life,Term,167
2023-03-17,StateFarm,Life,Whole,208
2023-03-17,Allstate,Auto,Comprehensive,109
2023-03-17,Allstate,Auto,Liability,187
2023-03-17,Allstate,Home,Property,235
2023-03-17,Allstate,Home,Renters,201
2023-03-17,Allstate,Life,Term,71
2023-03-17,Allstate,Life,Whole,264
2023-03-18,Geico,Auto,Comprehensive,213
2023-03-18,Geico,Auto,Liability,291
2023-03-18,Geico,Home,Property,219
2023-03-18,Geico,Home,Renters,188
2023-03-18,Geico,Life,Term,163
2023-03-18,Geico,Life,Whole,122
2023-03-18,StateFarm,Auto,Comprehensive,264
2023-03-18,StateFarm,Auto,Liability,259
2023-03-18,StateFarm,Home,Property,288
2023-03-18,StateFarm,Home,Renters,240
2023-03-18,StateFarm,Life,Term,76
2023-03-18,StateFarm,Life,Whole,58
2023-03-18,Allstate,Auto,Comprehensive,156
2023-03-18,Allstate,Auto,Liability,230
2023-03-18,Allstate,Home,Property,83
2023-03-18,Allstate,Home,Renters,88
2023-03-18,Allstate,Life,Term,193
2023-03-18,Allstate,Life,Whole,87
2023-03-19,Geico,Auto,Comprehensive,264
2023-03-19,Geico,Auto,Liability,145
2023-03-19,Geico,Home,Property,152
2023-03-19,Geico,Home,Renters,233
2023-03-19,Geico,Life,Term,107
2023-03-19,Geico,Life,Whole,284
2023-03-19,StateFarm,Auto,Comprehensive,351
2023-03-19,StateFarm,Auto,Liability,126
2023-03-19,StateFarm,Home,Property,134
2023-03-19,StateFarm,Home,Renters,138
2023-03-19,StateFarm,Life,Term,63
2023-03-19,StateFarm,Life,Whole,277
2023-03-19,Allstate,Auto,Comprehensive,176
2023-03-19,Allstate,Auto,Liability,207
2023-03-19,Allstate,Home,Property,274
2023-03-19,Allstate,Home,Renters,207
2023-03-19,Allstate,Life,Term,117
2023-03-19,Allstate,Life,Whole,151
2023-03-20,Geico,Auto,Comprehensive,239
2023-03-20,Geico,Auto,Liability,107
2023-03-20,Geico,Home,Property,253
2023-03-20,Geico,Home,Renters,103
2023-03-20,Geico,Life,Term,213
2023-03-20,Geico,Life,Whole,283
2023-03-20,StateFarm,Auto,Comprehensive,121
2023-03-20,StateFarm,Auto,Liability,261
2023-03-20,StateFarm,Home,Property,119
2023-03-20,StateFarm,Home,Renters,217
2023-03-20,StateFarm,Life,Term,223
2023-03-20,StateFarm,Life,Whole,66
2023-03-20,Allstate,Auto,Comprehensive,288
2023-03-20,Allstate,Auto,Liability,255
2023-03-20,Allstate,Home,Property,83
2023-03-20,Allstate,Home,Renters,196
2023-03-20,Allstate,Life,Term,93
2023-03-20,Allstate,Life,Whole,222
2023-03-21,Geico,Auto,Comprehensive,275
2023-03-21,Geico,Auto,Liability,296
2023-03-21,Geico,Home,Property,279
2023-03-21,Geico,Home,Renters,125
2023-03-21,Geico,Life,Term,125
2023-03-21,Geico,Life,Whole,184
2023-03-21,StateFarm,Auto,Comprehensive,333
2023-03-21,StateFarm,Auto,Liability,190
2023-03-21,StateFarm,Home,Property,288
2023-03-21,StateFarm,Home,Renters,121
2023-03-21,StateFarm,Life,Term,230
2023-03-21,StateFarm,Life,Whole,206
2023-03-21,Allstate,Auto,Comprehensive,218
2023-03-21,Allstate,Auto,Liability,173
2023-03-21,Allstate,Home,Property,225
2023-03-21,Allstate,Home,Renters,286
2023-03-21,Allstate,Life,Term,133
2023-03-21,Allstate,Life,Whole,106
2023-03-22,Geico,Auto,Comprehensive,218
2023-03-22,Geico,Auto,Liability,240
2023-03-22,Geico,Home,Property,111
2023-03-22,Geico,Home,Renters,244
2023-03-22,Geico,Life,Term,174
2023-03-22,Geico,Life,Whole,107
2023-03-22,StateFarm,Auto,Comprehensive,320
2023-03-22,StateFarm,Auto,Liability,85
2023-03-22,StateFarm,Home,Property,231
2023-03-22,StateFarm,Home,Renters,53
2023-03-22,StateFarm,Life,Term,111
2023-03-22,StateFarm,Life,Whole,241
2023-03-22,Allstate,Auto,Comprehensive,131
2023-03-22,Allstate,Auto,Liability,275
2023-03-22,Allstate,Home,Property,293
2023-03-22,Allstate,Home,Renters,277
2023-03-22,Allstate,Life,Term,299
2023-03-22,Allstate,Life,Whole,104
2023-03-23,Geico,Auto,Comprehensive,183
2023-03-23,Geico,Auto,Liability,236
2023-03-23,Geico,Home,Property,280
2023-03-23,Geico,Home,Renters,142
2023-03-23,Geico,Life,Term,118
2023-03-23,Geico,Life,Whole,133
2023-03-23,StateFarm,Auto,Comprehensive,237
2023-03-23,StateFarm,Auto,Liability,182
2023-03-23,StateFarm,Home,Property,162
2023-03-23,StateFarm,Home,Renters,105
2023-03-23,StateFarm,Life,Term,264
2023-03-23,StateFarm,Life,Whole,248
2023-03-23,Allstate,Auto,Comprehensive,270
2023-03-23,Allstate,Auto,Liability,134
2023-03-23,Allstate,Home,Property,219
2023-03-23,Allstate,Home,Renters,67
2023-03-23,Allstate,Life,Term,229
2023-03-23,Allstate,Life,Whole,220
2023-03-24,Geico,Auto,Comprehensive,190
2023-03-24,Geico,Auto,Liability,161
2023-03-24,Geico,Home,Property,77
2023-03-24,Geico,Home,Renters,241
2023-03-24,Geico,Life,Term,214
2023-03-24,Geico,Life,Whole,252
2023-03-24,StateFarm,Auto,Comprehensive,97
2023-03-24,StateFarm,Auto,Liability,169
2023-03-24,StateFarm,Home,Property,299
2023-03-24,StateFarm,Home,Renters,281
2023-03-24,StateFarm,Life,Term,219
2023-03-24,StateFarm,Life,Whole,83
2023-03-24,Allstate,Auto,Comprehensive,308
2023-03-24,Allstate,Auto,Liability,130
2023-03-24,Allstate,Home,Property,121
2023-03-24,Allstate,Home,Renters,277
2023-03-24,Allstate,Life,Term,254
2023-03-24,Allstate,Life,Whole,143
2023-03-25,Geico,Auto,Comprehensive,330
2023-03-25,Geico,Auto,Liability,150
2023-03-25,Geico,Home,Property,208
2023-03-25,Geico,Home,Renters,277
2023-03-25,Geico,Life,Term,256
2023-03-25,Geico,Life,Whole,231
2023-03-25,StateFarm,Auto,Comprehensive,368
2023-03-25,StateFarm,Auto,Liability,304
2023-03-25,StateFarm,Home,Property,272
2023-03-25,StateFarm,Home,Renters,110
2023-03-25,StateFarm,Life,Term,144
2023-03-25,StateFarm,Life,Whole,98
2023-03-25,Allstate,Auto,Comprehensive,216
2023-03-25,Allstate,Auto,Liability,252
2023-03-25,Allstate,Home,Property,174
2023-03-25,Allstate,Home,Renters,188
2023-03-25,Allstate,Life,Term,298
2023-03-25,Allstate,Life,Whole,289
2023-03-26,Geico,Auto,Comprehensive,147
2023-03-26,Geico,Auto,Liability,176
2023-03-26,Geico,Home,Property,154
2023-03-26,Geico,Home,Renters,273
2023-03-26,Geico,Life,Term,261
2023-03-26,Geico,Life,Whole,131
2023-03-26,StateFarm,Auto,Comprehensive,155
2023-03-26,StateFarm,Auto,Liability,165
2023-03-26,StateFarm,Home,Property,299
2023-03-26,StateFarm,Home,Renters,217
2023-03-26,StateFarm,Life,Term,72
2023-03-26,StateFarm,Life,Whole,56
2023-03-26,Allstate,Auto,Comprehensive,334
2023-03-26,Allstate,Auto,Liability,213
2023-03-26,Allstate,Home,Property,165
2023-03-26,Allstate,Home,Renters,78
2023-03-26,Allstate,Life,Term,67
2023-03-26,Allstate,Life,Whole,195
2023-03-27,Geico,Auto,Comprehensive,171
2023-03-27,Geico,Auto,Liability,335
2023-03-27,Geico,Home,Property,98
2023-03-27,Geico,Home,Renters,186
2023-03-27,Geico,Life,Term,295
2023-03-27,Geico,Life,Whole,283
2023-03-27,StateFarm,Auto,Comprehensive,160
2023-03-27,StateFarm,Auto,Liability,161
2023-03-27,StateFarm,Home,Property,235
2023-03-27,StateFarm,Home,Renters,229
2023-03-27,StateFarm,Life,Term,114
2023-03-27,StateFarm,Life,Whole,131
2023-03-27,Allstate,Auto,Comprehensive,303
2023-03-27,Allstate,Auto,Liability,238
2023-03-27,Allstate,Home,Property,104
2023-03-27,Allstate,Home,Renters,269
2023-03-27,Allstate,Life,Term,118
2023-03-27,Allstate,Life,Whole,108
2023-03-28,Geico,Auto,Comprehensive,308
2023-03-28,Geico,Auto,Liability,212
2023-03-28,Geico,Home,Property,217
2023-03-28,Geico,Home,Renters,216
2023-03-28,Geico,Life,Term,90
2023-03-28,Geico,Life,Whole,53
2023-03-28,StateFarm,Auto,Comprehensive,121
2023-03-28,StateFarm,Auto,Liability,281
2023-03-28,StateFarm,Home,Property,210
2023-03-28,StateFarm,Home,Renters,161
2023-03-28,StateFarm,Life,Term,282
2023-03-28,StateFarm,Life,Whole,87
2023-03-28,Allstate,Auto,Comprehensive,310
2023-03-28,Allstate,Auto,Liability,188
2023-03-28,Allstate,Home,Property,287
2023-03-28,Allstate,Home,Renters,73
2023-03-28,Allstate,Life,Term,68
2023-03-28,Allstate,Life,Whole,101
2023-03-29,Geico,Auto,Comprehensive,176
2023-03-29,Geico,Auto,Liability,128
2023-03-29,Geico,Home,Property,252
2023-03-29,Geico,Home,Renters,227
2023-03-29,Geico,Life,Term,133
2023-03-29,Geico,Life,Whole,229
2023-03-29,StateFarm,Auto,Comprehensive,152
2023-03-29,StateFarm,Auto,Liability,236
2023-03-29,StateFarm,Home,Property,140
2023-03-29,StateFarm,Home,Renters,194
2023-03-29,StateFarm,Life,Term,263
2023-03-29,StateFarm,Life,Whole,166
2023-03-29,Allstate,Auto,Comprehensive,256
2023-03-29,Allstate,Auto,Liability,140
2023-03-29,Allstate,Home,Property,232
2023-03-29,Allstate,Home,Renters,278
2023-03-29,Allstate,Life,Term,275
2023-03-29,Allstate,Life,Whole,112
2023-03-30,Geico,Auto,Comprehensive,174
2023-03-30,Geico,Auto,Liability,294
2023-03-30,Geico,Home,Property,154
2023-03-30,Geico,Home,Renters,105
2023-03-30,Geico,Life,Term,210
2023-03-30,Geico,Life,Whole,241
2023-03-30,StateFarm,Auto,Comprehensive,254
2023-03-30,StateFarm,Auto,Liability,290
2023-03-30,StateFarm,Home,Property,64
2023-03-30,StateFarm,Home,Renters,272
2023-03-30,StateFarm,Life,Term,273
2023-03-30,StateFarm,Life,Whole,235
2023-03-30,Allstate,Auto,Comprehensive,188
2023-03-30,Allstate,Auto,Liability,118
2023-03-30,Allstate,Home,Property,233
2023-03-30,Allstate,Home,Renters,69
2023-03-30,Allstate,Life,Term,58
2023-03-30,Allstate,Life,Whole,246
2023-03-31,Geico,Auto,Comprehensive,244
2023-03-31,Geico,Auto,Liability,173
2023-03-31,Geico,Home,Property,80
2023-03-31,Geico,Home,Renters,95
2023-03-31,Geico,Life,Term,135
2023-03-31,Geico,Life,Whole,285
2023-03-31,StateFarm,Auto,Comprehensive,232
2023-03-31,StateFarm,Auto,Liability,295
2023-03-31,StateFarm,Home,Property,224
2023-03-31,StateFarm,Home,Renters,192
2023-03-31,StateFarm,Life,Term,186
2023-03-31,StateFarm,Life,Whole,214
2023-03-31,Allstate,Auto,Comprehensive,327
2023-03-31,Allstate,Auto,Liability,269
2023-03-31,Allstate,Home,Property,197
2023-03-31,Allstate,Home,Renters,206
2023-03-31,Allstate,Life,Term,261
2023-03-31,Allstate,Life,Whole,294
2023-04-01,Geico,Auto,Comprehensive,351
2023-04-01,Geico,Auto,Liability,164
2023-04-01,Geico,Home,Property,189
2023-04-01,Geico,Home,Renters,211
2023-04-01,Geico,Life,Term,174
2023-04-01,Geico,Life,Whole,108
2023-04-01,StateFarm,Auto,Comprehensive,327
2023-04-01,StateFarm,Auto,Liability,319
2023-04-01,StateFarm,Home,Property,295
2023-04-01,StateFarm,Home,Renters,296
2023-04-01,StateFarm,Life,Term,259
2023-04-01,StateFarm,Life,Whole,121
2023-04-01,Allstate,Auto,Comprehensive,124
2023-04-01,Allstate,Auto,Liability,237
2023-04-01,Allstate,Home,Property,94
2023-04-01,Allstate,Home,Renters,205
2023-04-01,Allstate,Life,Term,203
2023-04-01,Allstate,Life,Whole,89
2023-04-02,Geico,Auto,Comprehensive,281
2023-04-02,Geico,Auto,Liability,170
2023-04-02,Geico,Home,Property,137
2023-04-02,Geico,Home,Renters,222
2023-04-02,Geico,Life,Term,154
2023-04-02,Geico,Life,Whole,120
2023-04-02,StateFarm,Auto,Comprehensive,205
2023-04-02,StateFarm,Auto,Liability,188
2023-04-02,StateFarm,Home,Property,198
2023-04-02,StateFarm,Home,Renters,56
2023-04-02,StateFarm,Life,Term,120
2023-04-02,StateFarm,Life,Whole,253
2023-04-02,Allstate,Auto,Comprehensive,123
2023-04-02,Allstate,Auto,Liability,240
2023-04-02,Allstate,Home,Property,97
2023-04-02,Allstate,Home,Renters,195
2023-04-02,Allstate,Life,Term,209
2023-04-02,Allstate,Life,Whole,172
2023-04-03,Geico,Auto,Comprehensive,215
2023-04-03,Geico,Auto,Liability,159
2023-04-03,Geico,Home,Property,109
2023-04-03,Geico,Home,Renters,288
2023-04-03,Geico,Life,Term,162
2023-04-03,Geico,Life,Whole,225
2023-04-03,StateFarm,Auto,Comprehensive,124
2023-04-03,StateFarm,Auto,Liability,270
2023-04-03,StateFarm,Home,Property,272
2023-04-03,StateFarm,Home,Renters,89
2023-04-03,StateFarm,Life,Term,254
2023-04-03,StateFarm,Life,Whole,174
2023-04-03,Allstate,Auto,Comprehensive,292
2023-04-03,Allstate,Auto,Liability,249
2023-04-03,Allstate,Home,Property,83
2023-04-03,Allstate,Home,Renters,73
2023-04-03,Allstate,Life,Term,245
2023-04-03,Allstate,Life,Whole,84
2023-04-04,Geico,Auto,Comprehensive,159
2023-04-04,Geico,Auto,Liability,104
2023-04-04,Geico,Home,Property,289
2023-04-04,Geico,Home,Renters,261
2023-04-04,Geico,Life,Term,148
2023-04-04,Geico,Life,Whole,53
2023-04-04,StateFarm,Auto,Comprehensive,190
2023-04-04,StateFarm,Auto,Liability,119
2023-04-04,StateFarm,Home,Property,221
2023-04-04,StateFarm,Home,Renters,199
2023-04-04,StateFarm,Life,Term,56
2023-04-04,StateFarm,Life,Whole,139
2023-04-04,Allstate,Auto,Comprehensive,145
2023-04-04,Allstate,Auto,Liability,200
2023-04-04,Allstate,Home,Property,65
2023-04-04,Allstate,Home,Renters,137
2023-04-04,Allstate,Life,Term,154
2023-04-04,Allstate,Life,Whole,86
2023-04-05,Geico,Auto,Comprehensive,204
2023-04-05,Geico,Auto,Liability,326
2023-04-05,Geico,Home,Property,265
2023-04-05,Geico,Home,Renters,141
2023-04-05,Geico,Life,Term,212
2023-04-05,Geico,Life,Whole,292
2023-04-05,StateFarm,Auto,Comprehensive,233
2023-04-05,StateFarm,Auto,Liability,329
2023-04-05,StateFarm,Home,Property,298
2023-04-05,StateFarm,Home,Renters,242
2023-04-05,StateFarm,Life,Term,195
2023-04-05,StateFarm,Life,Whole,124
2023-04-05,Allstate,Auto,Comprehensive,313
2023-04-05,Allstate,Auto,Liability,236
2023-04-05,Allstate,Home,Property,264
2023-04-05,Allstate,Home,Renters,255
2023-04-05,Allstate,Life,Term,132
2023-04-05,Allstate,Life,Whole,255
2023-04-06,Geico,Auto,Comprehensive,277
2023-04-06,Geico,Auto,Liability,344
2023-04-06,Geico,Home,Property,143
2023-04-06,Geico,Home,Renters,184
2023-04-06,Geico,Life,Term,105
2023-04-06,Geico,Life,Whole,193
2023-04-06,StateFarm,Auto,Comprehensive,231
2023-04-06,StateFarm,Auto,Liability,208
2023-04-06,StateFarm,Home,Property,68
2023-04-06,StateFarm,Home,Renters,268
2023-04-06,StateFarm,Life,Term,195
2023-04-06,StateFarm,Life,Whole,291
2023-04-06,Allstate,Auto,Comprehensive,138
2023-04-06,Allstate,Auto,Liability,284
2023-04-06,Allstate,Home,Property,60
2023-04-06,Allstate,Home,Renters,198
2023-04-06,Allstate,Life,Term,228
2023-04-06,Allstate,Life,Whole,230
2023-04-07,Geico,Auto,Comprehensive,234
2023-04-07,Geico,Auto,Liability,135
2023-04-07,Geico,Home,Property,127
2023-04-07,Geico,Home,Renters,270
2023-04-07,Geico,Life,Term,224
2023-04-07,Geico,Life,Whole,92
2023-04-07,StateFarm,Auto,Comprehensive,339
2023-04-07,StateFarm,Auto,Liability,324
2023-04-07,StateFarm,Home,Property,227
2023-04-07,StateFarm,Home,Renters,262
2023-04-07,StateFarm,Life,Term,275
2023-04-07,StateFarm,Life,Whole,209
2023-04-07,Allstate,Auto,Comprehensive,318
2023-04-07,Allstate,Auto,Liability,311
2023-04-07,Allstate,Home,Property,52
2023-04-07,Allstate,Home,Renters,249
2023-04-07,Allstate,Life,Term,180
2023-04-07,Allstate,Life,Whole,254
2023-04-08,Geico,Auto,Comprehensive,209
2023-04-08,Geico,Auto,Liability,310
2023-04-08,Geico,Home,Property,178
2023-04-08,Geico,Home,Renters,184
2023-04-08,Geico,Life,Term,74
2023-04-08,Geico,Life,Whole,263
2023-04-08,StateFarm,Auto,Comprehensive,347
2023-04-08,StateFarm,Auto,Liability,196
2023-04-08,StateFarm,Home,Property,197
2023-04-08,StateFarm,Home,Renters,292
2023-04-08,StateFarm,Life,Term,191
2023-04-08,StateFarm,Life,Whole,294
2023-04-08,Allstate,Auto,Comprehensive,145
2023-04-08,Allstate,Auto,Liability,207
2023-04-08,Allstate,Home,Property,171
2023-04-08,Allstate,Home,Renters,126
2023-04-08,Allstate,Life,Term,285
2023-04-08,Allstate,Life,Whole,91
2023-04-09,Geico,Auto,Comprehensive,326
2023-04-09,Geico,Auto,Liability,115
2023-04-09,Geico,Home,Property,266
2023-04-09,Geico,Home,Renters,126
2023-04-09,Geico,Life,Term,60
2023-04-09,Geico,Life,Whole,221
2023-04-09,StateFarm,Auto,Comprehensive,306
2023-04-09,StateFarm,Auto,Liability,203
2023-04-09,StateFarm,Home,Property,225
2023-04-09,StateFarm,Home,Renters,225
2023-04-09,StateFarm,Life,Term,134
2023-04-09,StateFarm,Life,Whole,157
2023-04-09,Allstate,Auto,Comprehensive,219
2023-04-09,Allstate,Auto,Liability,207
2023-04-09,Allstate,Home,Property,215
2023-04-09,Allstate,Home,Renters,60
2023-04-09,Allstate,Life,Term,186
2023-04-09,Allstate,Life,Whole,161
2023-04-10,Geico,Auto,Comprehensive,90
2023-04-10,Geico,Auto,Liability,257
2023-04-10,Geico,Home,Property,103
2023-04-10,Geico,Home,Renters,297
2023-04-10,Geico,Life,Term,107
2023-04-10,Geico,Life,Whole,58
2023-04-10,StateFarm,Auto,Comprehensive,325
2023-04-10,StateFarm,Auto,Liability,189
2023-04-10,StateFarm,Home,Property,68
2023-04-10,StateFarm,Home,Renters,177
2023-04-10,StateFarm,Life,Term,146
2023-04-10,StateFarm,Life,Whole,221
2023-04-10,Allstate,Auto,Comprehensive,224
2023-04-10,Allstate,Auto,Liability,156
2023-04-10,Allstate,Home,Property,283
2023-04-10,Allstate,Home,Renters,51
2023-04-10,Allstate,Life,Term,184
2023-04-10,Allstate,Life,Whole,104
2023-04-11,Geico,Auto,Comprehensive,216
2023-04-11,Geico,Auto,Liability,203
2023-04-11,Geico,Home,Property,69
2023-04-11,Geico,Home,Renters,240
2023-04-11,Geico,Life,Term,178
2023-04-11,Geico,Life,Whole,103
2023-04-11,StateFarm,Auto,Comprehensive,204
2023-04-11,StateFarm,Auto,Liability,228
2023-04-11,StateFarm,Home,Property,61
2023-04-11,StateFarm,Home,Renters,128
2023-04-11,StateFarm,Life,Term,203
2023-04-11,StateFarm,Life,Whole,251
2023-04-11,Allstate,Auto,Comprehensive,363
2023-04-11,Allstate,Auto,Liability,281
2023-04-11,Allstate,Home,Property,204
2023-04-11,Allstate,Home,Renters,82
2023-04-11,Allstate,Life,Term,278
2023-04-11,Allstate,Life,Whole,136
2023-04-12,Geico,Auto,Comprehensive,235
2023-04-12,Geico,Auto,Liability,113
2023-04-12,Geico,Home,Property,111
2023-04-12,Geico,Home,Renters,184
2023-04-12,Geico,Life,Term,184
2023-04-12,Geico,Life,Whole,60
2023-04-12,StateFarm,Auto,Comprehensive,246
2023-04-12,StateFarm,Auto,Liability,222
2023-04-12,StateFarm,Home,Property,273
2023-04-12,StateFarm,Home,Renters,139
2023-04-12,StateFarm,Life,Term,192
2023-04-12,StateFarm,Life,Whole,80
2023-04-12,Allstate,Auto,Comprehensive,192
2023-04-12,Allstate,Auto,Liability,188
2023-04-12,Allstate,Home,Property,254
2023-04-12,Allstate,Home,Renters,234
2023-04-12,Allstate,Life,Term,235
2023-04-12,Allstate,Life,Whole,71
2023-04-13,Geico,Auto,Comprehensive,172
2023-04-13,Geico,Auto,Liability,326
2023-04-13,Geico,Home,Property,261
2023-04-13,Geico,Home,Renters,81
2023-04-13,Geico,Life,Term,158
2023-04-13,Geico,Life,Whole,133
2023-04-13,StateFarm,Auto,Comprehensive,155
2023-04-13,StateFarm,Auto,Liability,368
2023-04-13,StateFarm,Home,Property,69
2023-04-13,StateFarm,Home,Renters,256
2023-04-13,StateFarm,Life,Term,113
2023-04-13,StateFarm,Life,Whole,134
2023-04-13,Allstate,Auto,Comprehensive,243
2023-04-13,Allstate,Auto,Liability,116
2023-04-13,Allstate,Home,Property,148
2023-04-13,Allstate,Home,Renters,218
2023-04-13,Allstate,Life,Term,138
2023-04-13,Allstate,Life,Whole,181
2023-04-14,Geico,Auto,Comprehensive,129
2023-04-14,Geico,Auto,Liability,123
2023-04-14,Geico,Home,Property,81
2023-04-14,Geico,Home,Renters,250
2023-04-14,Geico,Life,Term,171
2023-04-14,Geico,Life,Whole,245
2023-04-14,StateFarm,Auto,Comprehensive,172
2023-04-14,StateFarm,Auto,Liability,222
2023-04-14,StateFarm,Home,Property,246
2023-04-14,StateFarm,Home,Renters,234
2023-04-14,StateFarm,Life,Term,256
2023-04-14,StateFarm,Life,Whole,241
2023-04-14,Allstate,Auto,Comprehensive,155
2023-04-14,Allstate,Auto,Liability,358
2023-04-14,Allstate,Home,Property,232
2023-04-14,Allstate,Home,Renters,52
2023-04-14,Allstate,Life,Term,174
2023-04-14,Allstate,Life,Whole,273
2023-04-15,Geico,Auto,Comprehensive,328
2023-04-15,Geico,Auto,Liability,227
2023-04-15,Geico,Home,Property,136
2023-04-15,Geico,Home,Renters,156
2023-04-15,Geico,Life,Term,253
2023-04-15,Geico,Life,Whole,73
2023-04-15,StateFarm,Auto,Comprehensive,167
2023-04-15,StateFarm,Auto,Liability,317
2023-04-15,StateFarm,Home,Property,68
2023-04-15,StateFarm,Home,Renters,157
2023-04-15,StateFarm,Life,Term,98
2023-04-15,StateFarm,Life,Whole,153
2023-04-15,Allstate,Auto,Comprehensive,184
2023-04-15,Allstate,Auto,Liability,320
2023-04-15,Allstate,Home,Property,98
2023-04-15,Allstate,Home,Renters,79
2023-04-15,Allstate,Life,Term,151
2023-04-15,Allstate,Life,Whole,293
2023-04-16,Geico,Auto,Comprehensive,206
2023-04-16,Geico,Auto,Liability,204
2023-04-16,Geico,Home,Property,82
2023-04-16,Geico,Home,Renters,284
2023-04-16,Geico,Life,Term,131
2023-04-16,Geico,Life,Whole,173
2023-04-16,StateFarm,Auto,Comprehensive,158
2023-04-16,StateFarm,Auto,Liability,334
2023-04-16,StateFarm,Home,Property,261
2023-04-16,StateFarm,Home,Renters,294
2023-04-16,StateFarm,Life,Term,50
2023-04-16,StateFarm,Life,Whole,112
2023-04-16,Allstate,Auto,Comprehensive,326
2023-04-16,Allstate,Auto,Liability,130
2023-04-16,Allstate,Home,Property,83
2023-04-16,Allstate,Home,Renters,159
2023-04-16,Allstate,Life,Term,82
2023-04-16,Allstate,Life,Whole,83
2023-04-17,Geico,Auto,Comprehensive,135
2023-04-17,Geico,Auto,Liability,192
2023-04-17,Geico,Home,Property,278
2023-04-17,Geico,Home,Renters,144
2023-04-17,Geico,Life,Term,76
2023-04-17,Geico,Life,Whole,258
