transaction_id,customer_id,policy_type,start_date,end_date,premium_amount,status,claim_history
TXN-56f9f022,C360-100229,Life Insurance,2024-07-01,2025-07-01,968,Expired,0
TXN-3204648e,C360-100229,Life Insurance,2025-07-01,2026-07-01,992,Active,0
TXN-653b7146,C360-100230,Health Insurance,2021-07-02,2022-07-02,723,Expired,0
TXN-c094f5df,C360-100230,Health Insurance,2022-07-02,2023-07-02,750,Expired,0
TXN-cd6aeee2,C360-100230,Health Insurance,2023-07-02,2024-07-01,781,Expired,0
TXN-1681d28a,C360-100230,Health Insurance,2024-07-01,2025-07-01,768,Expired,0
TXN-778c9fe3,C360-100230,Health Insurance,2025-07-01,2026-07-01,823,Cancelled,0
TXN-e057f2f6,C360-100230,Life Insurance,2021-07-02,2022-07-02,334,Expired,0
TXN-1da9e3f5,C360-100230,Life Insurance,2022-07-02,2023-07-02,344,Expired,1
TXN-90157445,C360-100230,Life Insurance,2023-07-02,2024-07-01,362,Expired,0
TXN-90591a1b,C360-100230,Life Insurance,2024-07-01,2025-07-01,451,Expired,0
TXN-65077783,C360-100230,Life Insurance,2025-07-01,2026-07-01,386,Active,0
TXN-fdd2dac2,C360-100231,Accidental Insurance,2021-07-02,2022-07-02,1342,Expired,1
TXN-5cebaf50,C360-100231,Accidental Insurance,2022-07-02,2023-07-02,1377,Expired,0
TXN-56eaa9cc,C360-100231,Health Insurance,2021-07-02,2022-07-02,970,Expired,1
TXN-930218e6,C360-100231,Health Insurance,2022-07-02,2023-07-02,1000,Expired,0
TXN-26b2d827,C360-100231,Health Insurance,2023-07-02,2024-07-01,1068,Expired,0
TXN-42ddeba8,C360-100231,Health Insurance,2024-07-01,2025-07-01,1051,Expired,0
TXN-a3a42830,C360-100231,Health Insurance,2025-07-01,2026-07-01,1150,Cancelled,0
TXN-cbfcaf71,C360-100232,Health Insurance,2021-07-02,2022-07-02,850,Expired,0
TXN-753dc50e,C360-100232,Health Insurance,2022-07-02,2023-07-02,861,Expired,0
TXN-c9db27c1,C360-100232,Health Insurance,2023-07-02,2024-07-01,916,Expired,1
TXN-418aa614,C360-100232,Health Insurance,2024-07-01,2025-07-01,997,Expired,2
TXN-fdb3be1a,C360-100232,Health Insurance,2025-07-01,2026-07-01,1002,Cancelled,0
TXN-b35862cd,C360-100232,Life Insurance,2021-07-02,2022-07-02,1438,Expired,0
TXN-6d2d5e58,C360-100232,Life Insurance,2022-07-02,2023-07-02,1459,Expired,0
TXN-0a6f3c34,C360-100232,Life Insurance,2023-07-02,2024-07-01,1528,Expired,0
TXN-f79d63ef,C360-100232,Life Insurance,2024-07-01,2025-07-01,1570,Expired,1
TXN-c329560a,C360-100232,Life Insurance,2025-07-01,2026-07-01,1614,Cancelled,0
TXN-aaa7699b,C360-100232,Accidental Insurance,2021-07-02,2022-07-02,662,Expired,0
TXN-6663c698,C360-100232,Accidental Insurance,2022-07-02,2023-07-02,676,Expired,0
TXN-2bf67a86,C360-100232,Accidental Insurance,2023-07-02,2024-07-01,724,Expired,0
TXN-65d5ec50,C360-100232,Accidental Insurance,2024-07-01,2025-07-01,803,Expired,0
TXN-13053aec,C360-100232,Accidental Insurance,2025-07-01,2026-07-01,846,Active,0
TXN-89efb2c8,C360-100233,Accidental Insurance,2021-07-02,2022-07-02,1500,Expired,0
TXN-f17dbd36,C360-100233,Motor Insurance,2021-07-02,2022-07-02,1299,Expired,0
TXN-6c615ee9,C360-100234,Health Insurance,2021-07-02,2022-07-02,401,Expired,2
TXN-b1f67787,C360-100234,Health Insurance,2022-07-02,2023-07-02,435,Expired,0
TXN-f1be289c,C360-100234,Health Insurance,2023-07-02,2024-07-01,491,Expired,0
TXN-6be02026,C360-100234,Motor Insurance,2021-07-02,2022-07-02,1026,Expired,2
TXN-e67c4f30,C360-100234,Motor Insurance,2022-07-02,2023-07-02,1075,Expired,0
TXN-505afcac,C360-100234,Motor Insurance,2023-07-02,2024-07-01,1122,Expired,0
TXN-d066b039,C360-100234,Motor Insurance,2024-07-01,2025-07-01,1143,Expired,0
TXN-f1824b6a,C360-100234,Motor Insurance,2025-07-01,2026-07-01,1222,Active,0
TXN-5a391593,C360-100235,Health Insurance,2021-07-02,2022-07-02,698,Expired,0
TXN-9f2fb56d,C360-100235,Health Insurance,2022-07-02,2023-07-02,722,Expired,0
TXN-58d11675,C360-100235,Health Insurance,2023-07-02,2024-07-01,768,Expired,0
TXN-5e99d4f6,C360-100235,Health Insurance,2024-07-01,2025-07-01,836,Expired,0
TXN-fbab2c83,C360-100235,Health Insurance,2025-07-01,2026-07-01,754,Cancelled,0
TXN-50ce66ef,C360-100236,Health Insurance,2021-07-02,2022-07-02,1047,Expired,1
TXN-c02e5bdd,C360-100236,Health Insurance,2022-07-02,2023-07-02,1072,Expired,0
TXN-ae7c9410,C360-100236,Health Insurance,2023-07-02,2024-07-01,1101,Expired,2
TXN-95bb81fc,C360-100236,Health Insurance,2024-07-01,2025-07-01,1176,Expired,0
TXN-0beac0d4,C360-100236,Health Insurance,2025-07-01,2026-07-01,1107,Active,0
TXN-1e690f18,C360-100236,Life Insurance,2021-07-02,2022-07-02,553,Expired,0
TXN-bac4272c,C360-100236,Life Insurance,2022-07-02,2023-07-02,587,Expired,0
TXN-19f75dd5,C360-100236,Life Insurance,2023-07-02,2024-07-01,589,Expired,0
TXN-7e9239f4,C360-100236,Life Insurance,2024-07-01,2025-07-01,616,Expired,0
TXN-64f725e6,C360-100236,Life Insurance,2025-07-01,2026-07-01,613,Active,1
TXN-5d110e4f,C360-100237,Health Insurance,2021-07-02,2022-07-02,1028,Expired,0
TXN-b3535084,C360-100237,Health Insurance,2022-07-02,2023-07-02,1063,Expired,0
TXN-5d6d4dde,C360-100237,Health Insurance,2023-07-02,2024-07-01,1056,Expired,1
TXN-5b7b07fc,C360-100237,Health Insurance,2024-07-01,2025-07-01,1130,Expired,0
TXN-c691f848,C360-100237,Health Insurance,2025-07-01,2026-07-01,1164,Active,0
TXN-e40b4728,C360-100239,Life Insurance,2021-07-02,2022-07-02,1079,Expired,0
TXN-1f0f74bd,C360-100239,Life Insurance,2022-07-02,2023-07-02,1117,Expired,0
TXN-2de777da,C360-100239,Life Insurance,2023-07-02,2024-07-01,1151,Expired,0
TXN-b000d366,C360-100239,Motor Insurance,2021-07-02,2022-07-02,1080,Expired,1
TXN-fd7919af,C360-100239,Motor Insurance,2022-07-02,2023-07-02,1115,Expired,0
TXN-457c2a49,C360-100239,Motor Insurance,2023-07-02,2024-07-01,1146,Expired,0
TXN-3b090bc1,C360-100239,Motor Insurance,2024-07-01,2025-07-01,1194,Expired,1
TXN-ef13b077,C360-100239,Motor Insurance,2025-07-01,2026-07-01,1128,Active,0
TXN-710ef046,C360-100240,Life Insurance,2021-07-02,2022-07-02,1250,Expired,0
TXN-bf628ec3,C360-100240,Life Insurance,2022-07-02,2023-07-02,1271,Expired,0
TXN-dee9cc91,C360-100240,Life Insurance,2023-07-02,2024-07-01,1292,Expired,0
TXN-10fed376,C360-100240,Life Insurance,2024-07-01,2025-07-01,1307,Expired,0
TXN-aa84b80d,C360-100240,Life Insurance,2025-07-01,2026-07-01,1406,Active,0
TXN-3fc09da0,C360-100240,Motor Insurance,2021-07-02,2022-07-02,1154,Expired,0
TXN-2bfc9fec,C360-100240,Motor Insurance,2022-07-02,2023-07-02,1184,Expired,0
TXN-9260c06e,C360-100240,Motor Insurance,2023-07-02,2024-07-01,1246,Expired,0
TXN-e59091e0,C360-100240,Motor Insurance,2024-07-01,2025-07-01,1295,Expired,0
TXN-4651d553,C360-100240,Motor Insurance,2025-07-01,2026-07-01,1326,Active,0
TXN-8cf388ee,C360-100241,Accidental Insurance,2021-07-02,2022-07-02,1047,Expired,0
TXN-e7f2e998,C360-100241,Accidental Insurance,2022-07-02,2023-07-02,1082,Expired,0
TXN-51b308eb,C360-100241,Accidental Insurance,2023-07-02,2024-07-01,1107,Expired,0
TXN-36438935,C360-100241,Accidental Insurance,2024-07-01,2025-07-01,1164,Expired,0
TXN-a310fd5a,C360-100241,Accidental Insurance,2025-07-01,2026-07-01,1239,Active,0
TXN-68c7720d,C360-100241,Health Insurance,2021-07-02,2022-07-02,366,Expired,0
TXN-59438f4b,C360-100241,Health Insurance,2022-07-02,2023-07-02,408,Expired,0
TXN-8d4846d0,C360-100241,Health Insurance,2023-07-02,2024-07-01,416,Expired,0
TXN-1ec1860e,C360-100241,Health Insurance,2024-07-01,2025-07-01,417,Expired,0
TXN-8dc5f54d,C360-100241,Health Insurance,2025-07-01,2026-07-01,410,Active,0
TXN-3b1950ed,C360-100242,Health Insurance,2021-07-02,2022-07-02,967,Expired,0
TXN-2c3319f1,C360-100242,Health Insurance,2022-07-02,2023-07-02,985,Expired,0
TXN-81f0dcaa,C360-100242,Health Insurance,2023-07-02,2024-07-01,1039,Expired,0
TXN-36b0fda5,C360-100242,Health Insurance,2024-07-01,2025-07-01,997,Expired,0
TXN-5a815641,C360-100242,Health Insurance,2025-07-01,2026-07-01,1123,Active,0
TXN-420ea03a,C360-100242,Life Insurance,2021-07-02,2022-07-02,858,Expired,0
TXN-2659e896,C360-100242,Life Insurance,2022-07-02,2023-07-02,868,Expired,1
TXN-ef7a427d,C360-100242,Life Insurance,2023-07-02,2024-07-01,898,Expired,1
TXN-04383dc6,C360-100242,Life Insurance,2024-07-01,2025-07-01,930,Expired,0
TXN-12b33308,C360-100242,Life Insurance,2025-07-01,2026-07-01,1030,Active,0
TXN-08b16797,C360-100242,Motor Insurance,2021-07-02,2022-07-02,1414,Expired,0
TXN-61cfc644,C360-100242,Motor Insurance,2022-07-02,2023-07-02,1460,Expired,0
TXN-c5432384,C360-100242,Motor Insurance,2023-07-02,2024-07-01,1470,Expired,0
TXN-0cf79140,C360-100242,Motor Insurance,2024-07-01,2025-07-01,1450,Expired,0
TXN-d4dc7866,C360-100242,Motor Insurance,2025-07-01,2026-07-01,1550,Active,0
TXN-6aaf5eac,C360-100242,Accidental Insurance,2021-07-02,2022-07-02,324,Expired,0
TXN-06be7e39,C360-100242,Accidental Insurance,2022-07-02,2023-07-02,343,Expired,0
TXN-14ee2e30,C360-100242,Accidental Insurance,2023-07-02,2024-07-01,408,Expired,0
TXN-bae1f4ff,C360-100242,Accidental Insurance,2024-07-01,2025-07-01,375,Expired,0
TXN-22bc40f9,C360-100242,Accidental Insurance,2025-07-01,2026-07-01,412,Active,0
TXN-b1b31a6d,C360-100243,Motor Insurance,2021-07-02,2022-07-02,729,Expired,1
TXN-c2ca9505,C360-100243,Motor Insurance,2022-07-02,2023-07-02,745,Expired,0
TXN-2c5650b9,C360-100243,Motor Insurance,2023-07-02,2024-07-01,765,Expired,0
TXN-86142524,C360-100243,Motor Insurance,2024-07-01,2025-07-01,837,Expired,1
TXN-6aaec0b1,C360-100243,Motor Insurance,2025-07-01,2026-07-01,817,Active,0
TXN-8bae9495,C360-100243,Health Insurance,2021-07-02,2022-07-02,839,Expired,0
TXN-6a21b88d,C360-100243,Health Insurance,2022-07-02,2023-07-02,880,Expired,0
TXN-b0260744,C360-100243,Health Insurance,2023-07-02,2024-07-01,933,Expired,0
TXN-e921719b,C360-100243,Health Insurance,2024-07-01,2025-07-01,956,Expired,0
TXN-2702415a,C360-100243,Health Insurance,2025-07-01,2026-07-01,935,Active,0
TXN-d807a9fd,C360-100244,Accidental Insurance,2021-07-02,2022-07-02,1429,Expired,0
TXN-1a3a6711,C360-100244,Accidental Insurance,2022-07-02,2023-07-02,1441,Expired,0
TXN-f1e3b1d1,C360-100244,Accidental Insurance,2023-07-02,2024-07-01,1509,Expired,0
TXN-bab19371,C360-100244,Accidental Insurance,2024-07-01,2025-07-01,1489,Expired,0
TXN-79ace20e,C360-100244,Accidental Insurance,2025-07-01,2026-07-01,1529,Active,0
TXN-f2e76bd7,C360-100244,Health Insurance,2021-07-02,2022-07-02,311,Expired,2
TXN-19e73436,C360-100245,Life Insurance,2021-07-02,2022-07-02,1334,Expired,0
TXN-a85cbc5a,C360-100245,Life Insurance,2022-07-02,2023-07-02,1359,Expired,0
TXN-477e81ad,C360-100245,Life Insurance,2023-07-02,2024-07-01,1394,Expired,0
TXN-3b490959,C360-100245,Life Insurance,2024-07-01,2025-07-01,1463,Expired,0
TXN-80ff72ac,C360-100245,Life Insurance,2025-07-01,2026-07-01,1398,Active,1
TXN-4d51ef70,C360-100246,Motor Insurance,2021-07-02,2022-07-02,1356,Expired,1
TXN-fa878f3c,C360-100247,Motor Insurance,2021-07-02,2022-07-02,490,Expired,0
TXN-1f93b821,C360-100247,Motor Insurance,2022-07-02,2023-07-02,519,Expired,0
TXN-43b02126,C360-100247,Motor Insurance,2023-07-02,2024-07-01,588,Expired,0
TXN-e3427b76,C360-100247,Motor Insurance,2024-07-01,2025-07-01,523,Expired,0
TXN-3254e08b,C360-100247,Motor Insurance,2025-07-01,2026-07-01,574,Cancelled,1
TXN-8fd85f03,C360-100247,Accidental Insurance,2021-07-02,2022-07-02,496,Expired,0
TXN-9fab686b,C360-100248,Health Insurance,2021-07-02,2022-07-02,432,Expired,0
TXN-ef8a9843,C360-100248,Health Insurance,2022-07-02,2023-07-02,450,Expired,2
TXN-e0572111,C360-100248,Health Insurance,2023-07-02,2024-07-01,524,Expired,1
TXN-21aed5d0,C360-100248,Health Insurance,2024-07-01,2025-07-01,570,Expired,0
TXN-f0d8042c,C360-100248,Health Insurance,2025-07-01,2026-07-01,572,Active,0
TXN-3fdb5d7e,C360-100248,Accidental Insurance,2021-07-02,2022-07-02,347,Expired,1
TXN-332e1efb,C360-100248,Accidental Insurance,2022-07-02,2023-07-02,381,Expired,0
TXN-afb4c26d,C360-100248,Accidental Insurance,2023-07-02,2024-07-01,385,Expired,1
TXN-89160c8e,C360-100248,Accidental Insurance,2024-07-01,2025-07-01,419,Expired,0
TXN-d10a270c,C360-100248,Accidental Insurance,2025-07-01,2026-07-01,475,Active,0
TXN-c697d76e,C360-100249,Accidental Insurance,2021-07-02,2022-07-02,781,Expired,0
TXN-d6ba3399,C360-100249,Accidental Insurance,2022-07-02,2023-07-02,831,Expired,0
TXN-053e02b3,C360-100249,Accidental Insurance,2023-07-02,2024-07-01,879,Expired,0
TXN-61e19885,C360-100249,Accidental Insurance,2024-07-01,2025-07-01,832,Expired,0
TXN-6aef8d39,C360-100249,Accidental Insurance,2025-07-01,2026-07-01,861,Active,0
TXN-1dcfa1b3,C360-100250,Accidental Insurance,2021-07-02,2022-07-02,1042,Expired,2
TXN-225265c6,C360-100250,Accidental Insurance,2022-07-02,2023-07-02,1090,Expired,0
TXN-5e96a818,C360-100250,Accidental Insurance,2023-07-02,2024-07-01,1066,Expired,0
TXN-1ba48856,C360-100250,Accidental Insurance,2024-07-01,2025-07-01,1174,Expired,0
TXN-befb94f7,C360-100250,Accidental Insurance,2025-07-01,2026-07-01,1130,Active,0
TXN-dced2fce,C360-100251,Life Insurance,2021-07-02,2022-07-02,690,Expired,1
TXN-8daed032,C360-100251,Life Insurance,2022-07-02,2023-07-02,727,Expired,0
TXN-4f473307,C360-100251,Life Insurance,2023-07-02,2024-07-01,774,Expired,0
TXN-f6120d6b,C360-100251,Life Insurance,2024-07-01,2025-07-01,780,Expired,0
TXN-9c0a30db,C360-100251,Life Insurance,2025-07-01,2026-07-01,890,Active,0
TXN-950c7afe,C360-100253,Life Insurance,2021-07-02,2022-07-02,432,Expired,0
TXN-3ae033c5,C360-100254,Motor Insurance,2021-07-02,2022-07-02,408,Expired,0
TXN-a12be5d9,C360-100254,Motor Insurance,2022-07-02,2023-07-02,448,Expired,0
TXN-d294eaa2,C360-100254,Motor Insurance,2023-07-02,2024-07-01,456,Expired,0
TXN-b935a684,C360-100254,Motor Insurance,2024-07-01,2025-07-01,465,Expired,1
TXN-83fa022d,C360-100254,Motor Insurance,2025-07-01,2026-07-01,596,Cancelled,0
TXN-b7a83937,C360-100255,Accidental Insurance,2021-07-02,2022-07-02,354,Expired,0
TXN-8a9d2b8d,C360-100255,Accidental Insurance,2022-07-02,2023-07-02,394,Expired,0
TXN-1f7add14,C360-100256,Health Insurance,2021-07-02,2022-07-02,1045,Expired,1
TXN-22fae559,C360-100256,Health Insurance,2022-07-02,2023-07-02,1091,Expired,0
TXN-e8bfb5e6,C360-100256,Health Insurance,2023-07-02,2024-07-01,1145,Expired,1
TXN-aa23a952,C360-100256,Health Insurance,2024-07-01,2025-07-01,1111,Expired,0
TXN-a8f51331,C360-100256,Health Insurance,2025-07-01,2026-07-01,1157,Active,0
TXN-05df2c2d,C360-100257,Health Insurance,2021-07-02,2022-07-02,591,Expired,0
TXN-3d7a566e,C360-100257,Life Insurance,2021-07-02,2022-07-02,1253,Expired,0
TXN-8b082ad7,C360-100257,Life Insurance,2022-07-02,2023-07-02,1297,Expired,2
TXN-25aa8be1,C360-100257,Motor Insurance,2021-07-02,2022-07-02,1397,Expired,0
TXN-cb3977f9,C360-100257,Accidental Insurance,2021-07-02,2022-07-02,437,Expired,0
TXN-1198ff8a,C360-100257,Accidental Insurance,2022-07-02,2023-07-02,464,Expired,1
TXN-1d7240f3,C360-100257,Accidental Insurance,2023-07-02,2024-07-01,457,Expired,0
TXN-19e553f7,C360-100257,Accidental Insurance,2024-07-01,2025-07-01,482,Expired,0
TXN-b4bfa2f6,C360-100257,Accidental Insurance,2025-07-01,2026-07-01,589,Active,1
TXN-e9cd6d3c,C360-100258,Motor Insurance,2021-07-02,2022-07-02,1414,Expired,1
TXN-aadf7681,C360-100258,Motor Insurance,2022-07-02,2023-07-02,1464,Expired,1
TXN-835d775f,C360-100258,Motor Insurance,2023-07-02,2024-07-01,1472,Expired,0
TXN-33833969,C360-100258,Motor Insurance,2024-07-01,2025-07-01,1501,Expired,0
TXN-cada4141,C360-100258,Motor Insurance,2025-07-01,2026-07-01,1566,Active,0
TXN-7538a5d4,C360-100258,Accidental Insurance,2021-07-02,2022-07-02,1239,Expired,0
TXN-1d773a09,C360-100258,Accidental Insurance,2022-07-02,2023-07-02,1258,Expired,0
TXN-fa2b7a06,C360-100259,Health Insurance,2021-07-02,2022-07-02,1112,Expired,0
TXN-b22951b2,C360-100259,Health Insurance,2022-07-02,2023-07-02,1161,Expired,0
TXN-7a27ba58,C360-100259,Health Insurance,2023-07-02,2024-07-01,1136,Expired,0
TXN-718af013,C360-100259,Health Insurance,2024-07-01,2025-07-01,1238,Expired,0
TXN-2c927593,C360-100259,Health Insurance,2025-07-01,2026-07-01,1216,Cancelled,0
TXN-1b40b2f8,C360-100259,Life Insurance,2021-07-02,2022-07-02,510,Expired,1
TXN-205a688c,C360-100259,Life Insurance,2022-07-02,2023-07-02,560,Expired,0
TXN-b6badabe,C360-100259,Life Insurance,2023-07-02,2024-07-01,608,Expired,2
TXN-2a3ccde2,C360-100259,Life Insurance,2024-07-01,2025-07-01,618,Expired,0
TXN-ca010105,C360-100259,Life Insurance,2025-07-01,2026-07-01,570,Active,1
TXN-779bdc94,C360-100259,Motor Insurance,2021-07-02,2022-07-02,419,Expired,0
TXN-f1e9b765,C360-100259,Motor Insurance,2022-07-02,2023-07-02,434,Expired,2
TXN-e3338954,C360-100259,Accidental Insurance,2021-07-02,2022-07-02,817,Expired,1
TXN-9f7b74b2,C360-100259,Accidental Insurance,2022-07-02,2023-07-02,852,Expired,0
TXN-f1c94bc3,C360-100259,Accidental Insurance,2023-07-02,2024-07-01,895,Expired,0
TXN-58a4d6a8,C360-100259,Accidental Insurance,2024-07-01,2025-07-01,961,Expired,0
TXN-a147ae57,C360-100259,Accidental Insurance,2025-07-01,2026-07-01,893,Active,0
TXN-da2c2155,C360-100260,Life Insurance,2021-07-02,2022-07-02,1334,Expired,0
TXN-c411ed82,C360-100260,Life Insurance,2022-07-02,2023-07-02,1380,Expired,0
TXN-11bf71e6,C360-100260,Life Insurance,2023-07-02,2024-07-01,1410,Expired,0
TXN-ab5f16ed,C360-100260,Life Insurance,2024-07-01,2025-07-01,1370,Expired,0
TXN-495430e8,C360-100260,Life Insurance,2025-07-01,2026-07-01,1410,Cancelled,0
TXN-165da800,C360-100260,Accidental Insurance,2021-07-02,2022-07-02,557,Expired,0
TXN-b1a4f5ac,C360-100260,Accidental Insurance,2022-07-02,2023-07-02,575,Expired,0
TXN-6993b127,C360-100260,Accidental Insurance,2023-07-02,2024-07-01,623,Expired,1
TXN-dc8444b7,C360-100260,Accidental Insurance,2024-07-01,2025-07-01,671,Expired,0
TXN-08a63299,C360-100260,Accidental Insurance,2025-07-01,2026-07-01,693,Active,1
TXN-bda7c4fa,C360-100261,Motor Insurance,2021-07-02,2022-07-02,432,Expired,0
TXN-717f5f83,C360-100261,Motor Insurance,2022-07-02,2023-07-02,474,Expired,0
TXN-2eb5a7e3,C360-100261,Motor Insurance,2023-07-02,2024-07-01,452,Expired,1
TXN-f6460ab8,C360-100261,Motor Insurance,2024-07-01,2025-07-01,507,Expired,0
TXN-444b9820,C360-100261,Motor Insurance,2025-07-01,2026-07-01,596,Active,1
TXN-2dc94f1c,C360-100261,Accidental Insurance,2021-07-02,2022-07-02,1443,Expired,1
TXN-197f1013,C360-100261,Accidental Insurance,2022-07-02,2023-07-02,1491,Expired,0
TXN-e8e7330f,C360-100261,Accidental Insurance,2023-07-02,2024-07-01,1473,Expired,0
TXN-2edec470,C360-100261,Accidental Insurance,2024-07-01,2025-07-01,1473,Expired,0
TXN-541698c2,C360-100261,Accidental Insurance,2025-07-01,2026-07-01,1631,Active,0
TXN-231cc9ed,C360-100262,Health Insurance,2021-07-02,2022-07-02,1254,Expired,1
TXN-0962e5ee,C360-100262,Health Insurance,2022-07-02,2023-07-02,1274,Expired,0
TXN-ff6a2c01,C360-100262,Health Insurance,2023-07-02,2024-07-01,1306,Expired,1
TXN-864f1e00,C360-100262,Health Insurance,2024-07-01,2025-07-01,1293,Expired,0
TXN-d66e673f,C360-100262,Health Insurance,2025-07-01,2026-07-01,1406,Active,0
TXN-fa2b009f,C360-100262,Life Insurance,2021-07-02,2022-07-02,1462,Expired,0
TXN-c0e8d8a9,C360-100262,Life Insurance,2022-07-02,2023-07-02,1489,Expired,0
TXN-c63205b1,C360-100262,Life Insurance,2023-07-02,2024-07-01,1500,Expired,0
TXN-7743e2ae,C360-100262,Life Insurance,2024-07-01,2025-07-01,1558,Expired,0
TXN-695318cd,C360-100262,Life Insurance,2025-07-01,2026-07-01,1566,Active,0
TXN-a7c43bfe,C360-100262,Motor Insurance,2021-07-02,2022-07-02,1419,Expired,0
TXN-48b1b823,C360-100262,Motor Insurance,2022-07-02,2023-07-02,1469,Expired,0
TXN-0f44c4e1,C360-100262,Motor Insurance,2023-07-02,2024-07-01,1489,Expired,2
TXN-c5f88bb3,C360-100262,Motor Insurance,2024-07-01,2025-07-01,1524,Expired,0
TXN-4452e6ef,C360-100262,Motor Insurance,2025-07-01,2026-07-01,1567,Active,0
TXN-26f97979,C360-100262,Accidental Insurance,2021-07-02,2022-07-02,604,Expired,0
TXN-ab02eb0b,C360-100262,Accidental Insurance,2022-07-02,2023-07-02,650,Expired,0
TXN-f1b613dc,C360-100262,Accidental Insurance,2023-07-02,2024-07-01,678,Expired,0
TXN-78ca9d79,C360-100262,Accidental Insurance,2024-07-01,2025-07-01,721,Expired,1
TXN-3d880249,C360-100262,Accidental Insurance,2025-07-01,2026-07-01,688,Active,0
TXN-f497187f,C360-100263,Life Insurance,2021-07-02,2022-07-02,1370,Expired,0
TXN-9f7a9819,C360-100263,Life Insurance,2022-07-02,2023-07-02,1398,Expired,0
TXN-85bcf890,C360-100263,Life Insurance,2023-07-02,2024-07-01,1450,Expired,0
TXN-797f6225,C360-100263,Life Insurance,2024-07-01,2025-07-01,1487,Expired,1
TXN-c73bc478,C360-100263,Life Insurance,2025-07-01,2026-07-01,1490,Active,0
TXN-bf92c4a2,C360-100264,Health Insurance,2021-07-02,2022-07-02,785,Expired,1
TXN-d70288c7,C360-100264,Health Insurance,2022-07-02,2023-07-02,828,Expired,0
TXN-e80cd08f,C360-100264,Health Insurance,2023-07-02,2024-07-01,837,Expired,0
TXN-1307447a,C360-100264,Health Insurance,2024-07-01,2025-07-01,887,Expired,0
TXN-c637dc43,C360-100264,Health Insurance,2025-07-01,2026-07-01,961,Active,0
TXN-34f89623,C360-100264,Accidental Insurance,2021-07-02,2022-07-02,745,Expired,0
TXN-18d6aa0f,C360-100264,Accidental Insurance,2022-07-02,2023-07-02,781,Expired,0
TXN-644a0cee,C360-100264,Accidental Insurance,2023-07-02,2024-07-01,769,Expired,0
TXN-97c3ee42,C360-100264,Accidental Insurance,2024-07-01,2025-07-01,859,Expired,0
TXN-6a5901e5,C360-100264,Accidental Insurance,2025-07-01,2026-07-01,941,Active,0
TXN-c706a278,C360-100265,Accidental Insurance,2021-07-02,2022-07-02,734,Expired,1
TXN-882d34c5,C360-100265,Accidental Insurance,2022-07-02,2023-07-02,783,Expired,1
TXN-7e58ed0a,C360-100265,Accidental Insurance,2023-07-02,2024-07-01,760,Expired,0
TXN-7244de22,C360-100265,Accidental Insurance,2024-07-01,2025-07-01,875,Expired,0
TXN-a53e1125,C360-100265,Accidental Insurance,2025-07-01,2026-07-01,790,Cancelled,0
TXN-15fa1a7c,C360-100265,Motor Insurance,2021-07-02,2022-07-02,1166,Expired,0
TXN-43e6fd3d,C360-100265,Motor Insurance,2022-07-02,2023-07-02,1177,Expired,0
TXN-5f650f69,C360-100265,Motor Insurance,2023-07-02,2024-07-01,1256,Expired,1
TXN-38acdccc,C360-100265,Motor Insurance,2024-07-01,2025-07-01,1229,Expired,1
TXN-ef8870c6,C360-100265,Motor Insurance,2025-07-01,2026-07-01,1346,Cancelled,0
TXN-72ca54a6,C360-100266,Health Insurance,2021-07-02,2022-07-02,426,Expired,1
TXN-33fc9074,C360-100266,Health Insurance,2022-07-02,2023-07-02,461,Expired,0
TXN-0d0e07f3,C360-100266,Health Insurance,2023-07-02,2024-07-01,492,Expired,1
TXN-50b8ed77,C360-100266,Health Insurance,2024-07-01,2025-07-01,576,Expired,0
TXN-e90d24f7,C360-100266,Health Insurance,2025-07-01,2026-07-01,530,Cancelled,2
TXN-cbc44ce4,C360-100266,Life Insurance,2021-07-02,2022-07-02,1067,Expired,1
TXN-378c43f6,C360-100266,Life Insurance,2022-07-02,2023-07-02,1111,Expired,0
TXN-cafb8728,C360-100266,Life Insurance,2023-07-02,2024-07-01,1159,Expired,0
TXN-40d55cb0,C360-100266,Life Insurance,2024-07-01,2025-07-01,1151,Expired,0
TXN-0666bbf9,C360-100266,Life Insurance,2025-07-01,2026-07-01,1163,Cancelled,0
TXN-dafc61b9,C360-100266,Accidental Insurance,2021-07-02,2022-07-02,776,Expired,0
TXN-794d0528,C360-100266,Accidental Insurance,2022-07-02,2023-07-02,807,Expired,1
TXN-6c9ed127,C360-100267,Life Insurance,2021-07-02,2022-07-02,1378,Expired,0
TXN-d5c5b08c,C360-100267,Life Insurance,2022-07-02,2023-07-02,1427,Expired,0
TXN-d0a6c86e,C360-100267,Life Insurance,2023-07-02,2024-07-01,1430,Expired,0
TXN-305f90de,C360-100267,Life Insurance,2024-07-01,2025-07-01,1447,Expired,2
TXN-07792320,C360-100267,Life Insurance,2025-07-01,2026-07-01,1462,Active,1
TXN-f4b9fe3a,C360-100268,Accidental Insurance,2021-07-02,2022-07-02,346,Expired,0
TXN-74de10f8,C360-100268,Accidental Insurance,2022-07-02,2023-07-02,365,Expired,0
TXN-66771876,C360-100268,Accidental Insurance,2023-07-02,2024-07-01,404,Expired,0
TXN-84c54806,C360-100268,Accidental Insurance,2024-07-01,2025-07-01,493,Expired,0
TXN-3de2a0cb,C360-100268,Accidental Insurance,2025-07-01,2026-07-01,422,Cancelled,0
TXN-d829131f,C360-100268,Life Insurance,2021-07-02,2022-07-02,612,Expired,0
