Date,Store,Category,Product,Demand_Volume
2023-08-25,Whole Foods,Meat,Chicken,267
2023-08-25,Whole Foods,Meat,Beef,396
2023-08-25,Whole Foods,Meat,Pork,256
2023-08-25,Trader Joes,Produce,Apples,565
2023-08-25,Trader Joes,Produce,Bananas,266
2023-08-25,Trader Joes,Produce,Carrots,395
2023-08-25,Trader Joes,Dairy,Milk,472
2023-08-25,Trader Joes,Dairy,Cheese,338
2023-08-25,Trader Joes,Dairy,Yogurt,170
2023-08-25,Trader Joes,Meat,Chicken,462
2023-08-25,Trader Joes,Meat,Beef,413
2023-08-25,Trader Joes,Meat,Pork,297
2023-08-25,Kroger,Produce,Apples,231
2023-08-25,Kroger,Produce,Bananas,519
2023-08-25,Kroger,Produce,Carrots,538
2023-08-25,Kroger,Dairy,Milk,410
2023-08-25,Kroger,Dairy,Cheese,258
2023-08-25,Kroger,Dairy,Yogurt,197
2023-08-25,Kroger,Meat,Chicken,221
2023-08-25,Kroger,Meat,Beef,371
2023-08-25,Kroger,Meat,Pork,121
2023-08-26,Whole Foods,Produce,Apples,404
2023-08-26,Whole Foods,Produce,Bananas,488
2023-08-26,Whole Foods,Produce,Carrots,223
2023-08-26,Whole Foods,Dairy,Milk,125
2023-08-26,Whole Foods,Dairy,Cheese,342
2023-08-26,Whole Foods,Dairy,Yogurt,210
2023-08-26,Whole Foods,Meat,Chicken,400
2023-08-26,Whole Foods,Meat,Beef,402
2023-08-26,Whole Foods,Meat,Pork,235
2023-08-26,Trader Joes,Produce,Apples,435
2023-08-26,Trader Joes,Produce,Bananas,382
2023-08-26,Trader Joes,Produce,Carrots,346
2023-08-26,Trader Joes,Dairy,Milk,493
2023-08-26,Trader Joes,Dairy,Cheese,493
2023-08-26,Trader Joes,Dairy,Yogurt,192
2023-08-26,Trader Joes,Meat,Chicken,342
2023-08-26,Trader Joes,Meat,Beef,132
2023-08-26,Trader Joes,Meat,Pork,445
2023-08-26,Kroger,Produce,Apples,600
2023-08-26,Kroger,Produce,Bananas,238
2023-08-26,Kroger,Produce,Carrots,566
2023-08-26,Kroger,Dairy,Milk,134
2023-08-26,Kroger,Dairy,Cheese,193
2023-08-26,Kroger,Dairy,Yogurt,109
2023-08-26,Kroger,Meat,Chicken,344
2023-08-26,Kroger,Meat,Beef,255
2023-08-26,Kroger,Meat,Pork,269
2023-08-27,Whole Foods,Produce,Apples,246
2023-08-27,Whole Foods,Produce,Bananas,418
2023-08-27,Whole Foods,Produce,Carrots,589
2023-08-27,Whole Foods,Dairy,Milk,193
2023-08-27,Whole Foods,Dairy,Cheese,312
2023-08-27,Whole Foods,Dairy,Yogurt,194
2023-08-27,Whole Foods,Meat,Chicken,257
2023-08-27,Whole Foods,Meat,Beef,393
2023-08-27,Whole Foods,Meat,Pork,367
2023-08-27,Trader Joes,Produce,Apples,314
2023-08-27,Trader Joes,Produce,Bananas,306
2023-08-27,Trader Joes,Produce,Carrots,580
2023-08-27,Trader Joes,Dairy,Milk,433
2023-08-27,Trader Joes,Dairy,Cheese,376
2023-08-27,Trader Joes,Dairy,Yogurt,404
2023-08-27,Trader Joes,Meat,Chicken,324
2023-08-27,Trader Joes,Meat,Beef,134
2023-08-27,Trader Joes,Meat,Pork,361
2023-08-27,Kroger,Produce,Apples,551
2023-08-27,Kroger,Produce,Bananas,510
2023-08-27,Kroger,Produce,Carrots,231
2023-08-27,Kroger,Dairy,Milk,157
2023-08-27,Kroger,Dairy,Cheese,395
2023-08-27,Kroger,Dairy,Yogurt,168
2023-08-27,Kroger,Meat,Chicken,370
2023-08-27,Kroger,Meat,Beef,388
2023-08-27,Kroger,Meat,Pork,461
2023-08-28,Whole Foods,Produce,Apples,446
2023-08-28,Whole Foods,Produce,Bananas,555
2023-08-28,Whole Foods,Produce,Carrots,590
2023-08-28,Whole Foods,Dairy,Milk,438
2023-08-28,Whole Foods,Dairy,Cheese,249
2023-08-28,Whole Foods,Dairy,Yogurt,462
2023-08-28,Whole Foods,Meat,Chicken,317
2023-08-28,Whole Foods,Meat,Beef,172
2023-08-28,Whole Foods,Meat,Pork,397
2023-08-28,Trader Joes,Produce,Apples,455
2023-08-28,Trader Joes,Produce,Bananas,372
2023-08-28,Trader Joes,Produce,Carrots,464
2023-08-28,Trader Joes,Dairy,Milk,449
2023-08-28,Trader Joes,Dairy,Cheese,195
2023-08-28,Trader Joes,Dairy,Yogurt,428
2023-08-28,Trader Joes,Meat,Chicken,305
2023-08-28,Trader Joes,Meat,Beef,415
2023-08-28,Trader Joes,Meat,Pork,148
2023-08-28,Kroger,Produce,Apples,427
2023-08-28,Kroger,Produce,Bananas,583
2023-08-28,Kroger,Produce,Carrots,564
2023-08-28,Kroger,Dairy,Milk,278
2023-08-28,Kroger,Dairy,Cheese,460
2023-08-28,Kroger,Dairy,Yogurt,271
2023-08-28,Kroger,Meat,Chicken,197
2023-08-28,Kroger,Meat,Beef,111
2023-08-28,Kroger,Meat,Pork,351
2023-08-29,Whole Foods,Produce,Apples,275
2023-08-29,Whole Foods,Produce,Bananas,282
2023-08-29,Whole Foods,Produce,Carrots,563
2023-08-29,Whole Foods,Dairy,Milk,192
2023-08-29,Whole Foods,Dairy,Cheese,362
2023-08-29,Whole Foods,Dairy,Yogurt,215
2023-08-29,Whole Foods,Meat,Chicken,340
2023-08-29,Whole Foods,Meat,Beef,369
2023-08-29,Whole Foods,Meat,Pork,254
2023-08-29,Trader Joes,Produce,Apples,432
2023-08-29,Trader Joes,Produce,Bananas,525
2023-08-29,Trader Joes,Produce,Carrots,342
2023-08-29,Trader Joes,Dairy,Milk,367
2023-08-29,Trader Joes,Dairy,Cheese,202
2023-08-29,Trader Joes,Dairy,Yogurt,180
2023-08-29,Trader Joes,Meat,Chicken,154
2023-08-29,Trader Joes,Meat,Beef,102
2023-08-29,Trader Joes,Meat,Pork,247
2023-08-29,Kroger,Produce,Apples,379
2023-08-29,Kroger,Produce,Bananas,399
2023-08-29,Kroger,Produce,Carrots,404
2023-08-29,Kroger,Dairy,Milk,190
2023-08-29,Kroger,Dairy,Cheese,249
2023-08-29,Kroger,Dairy,Yogurt,108
2023-08-29,Kroger,Meat,Chicken,455
2023-08-29,Kroger,Meat,Beef,485
2023-08-29,Kroger,Meat,Pork,133
2023-08-30,Whole Foods,Produce,Apples,360
2023-08-30,Whole Foods,Produce,Bananas,571
2023-08-30,Whole Foods,Produce,Carrots,293
2023-08-30,Whole Foods,Dairy,Milk,438
2023-08-30,Whole Foods,Dairy,Cheese,490
2023-08-30,Whole Foods,Dairy,Yogurt,443
2023-08-30,Whole Foods,Meat,Chicken,476
2023-08-30,Whole Foods,Meat,Beef,160
2023-08-30,Whole Foods,Meat,Pork,272
2023-08-30,Trader Joes,Produce,Apples,535
2023-08-30,Trader Joes,Produce,Bananas,416
2023-08-30,Trader Joes,Produce,Carrots,457
2023-08-30,Trader Joes,Dairy,Milk,161
2023-08-30,Trader Joes,Dairy,Cheese,289
2023-08-30,Trader Joes,Dairy,Yogurt,273
2023-08-30,Trader Joes,Meat,Chicken,338
2023-08-30,Trader Joes,Meat,Beef,472
2023-08-30,Trader Joes,Meat,Pork,415
2023-08-30,Kroger,Produce,Apples,266
2023-08-30,Kroger,Produce,Bananas,525
2023-08-30,Kroger,Produce,Carrots,291
2023-08-30,Kroger,Dairy,Milk,210
2023-08-30,Kroger,Dairy,Cheese,470
2023-08-30,Kroger,Dairy,Yogurt,255
2023-08-30,Kroger,Meat,Chicken,172
2023-08-30,Kroger,Meat,Beef,404
2023-08-30,Kroger,Meat,Pork,231
2023-08-31,Whole Foods,Produce,Apples,595
2023-08-31,Whole Foods,Produce,Bananas,440
2023-08-31,Whole Foods,Produce,Carrots,318
2023-08-31,Whole Foods,Dairy,Milk,351
2023-08-31,Whole Foods,Dairy,Cheese,447
2023-08-31,Whole Foods,Dairy,Yogurt,287
2023-08-31,Whole Foods,Meat,Chicken,245
2023-08-31,Whole Foods,Meat,Beef,371
2023-08-31,Whole Foods,Meat,Pork,460
2023-08-31,Trader Joes,Produce,Apples,243
2023-08-31,Trader Joes,Produce,Bananas,561
2023-08-31,Trader Joes,Produce,Carrots,200
2023-08-31,Trader Joes,Dairy,Milk,430
2023-08-31,Trader Joes,Dairy,Cheese,332
2023-08-31,Trader Joes,Dairy,Yogurt,112
2023-08-31,Trader Joes,Meat,Chicken,251
2023-08-31,Trader Joes,Meat,Beef,278
2023-08-31,Trader Joes,Meat,Pork,437
2023-08-31,Kroger,Produce,Apples,255
2023-08-31,Kroger,Produce,Bananas,642
2023-08-31,Kroger,Produce,Carrots,308
2023-08-31,Kroger,Dairy,Milk,190
2023-08-31,Kroger,Dairy,Cheese,470
2023-08-31,Kroger,Dairy,Yogurt,140
2023-08-31,Kroger,Meat,Chicken,304
2023-08-31,Kroger,Meat,Beef,446
2023-08-31,Kroger,Meat,Pork,196
2023-09-01,Whole Foods,Produce,Apples,331
2023-09-01,Whole Foods,Produce,Bananas,457
2023-09-01,Whole Foods,Produce,Carrots,319
2023-09-01,Whole Foods,Dairy,Milk,361
2023-09-01,Whole Foods,Dairy,Cheese,279
2023-09-01,Whole Foods,Dairy,Yogurt,476
2023-09-01,Whole Foods,Meat,Chicken,432
2023-09-01,Whole Foods,Meat,Beef,203
2023-09-01,Whole Foods,Meat,Pork,492
2023-09-01,Trader Joes,Produce,Apples,566
2023-09-01,Trader Joes,Produce,Bananas,256
2023-09-01,Trader Joes,Produce,Carrots,213
2023-09-01,Trader Joes,Dairy,Milk,326
2023-09-01,Trader Joes,Dairy,Cheese,240
2023-09-01,Trader Joes,Dairy,Yogurt,292
2023-09-01,Trader Joes,Meat,Chicken,231
2023-09-01,Trader Joes,Meat,Beef,246
2023-09-01,Trader Joes,Meat,Pork,265
2023-09-01,Kroger,Produce,Apples,519
2023-09-01,Kroger,Produce,Bananas,439
2023-09-01,Kroger,Produce,Carrots,290
2023-09-01,Kroger,Dairy,Milk,354
2023-09-01,Kroger,Dairy,Cheese,264
2023-09-01,Kroger,Dairy,Yogurt,244
2023-09-01,Kroger,Meat,Chicken,278
2023-09-01,Kroger,Meat,Beef,464
2023-09-01,Kroger,Meat,Pork,264
2023-09-02,Whole Foods,Produce,Apples,356
2023-09-02,Whole Foods,Produce,Bananas,258
2023-09-02,Whole Foods,Produce,Carrots,395
2023-09-02,Whole Foods,Dairy,Milk,202
2023-09-02,Whole Foods,Dairy,Cheese,452
2023-09-02,Whole Foods,Dairy,Yogurt,422
2023-09-02,Whole Foods,Meat,Chicken,491
2023-09-02,Whole Foods,Meat,Beef,284
2023-09-02,Whole Foods,Meat,Pork,147
2023-09-02,Trader Joes,Produce,Apples,610
2023-09-02,Trader Joes,Produce,Bananas,572
2023-09-02,Trader Joes,Produce,Carrots,533
2023-09-02,Trader Joes,Dairy,Milk,361
2023-09-02,Trader Joes,Dairy,Cheese,424
2023-09-02,Trader Joes,Dairy,Yogurt,416
2023-09-02,Trader Joes,Meat,Chicken,133
2023-09-02,Trader Joes,Meat,Beef,419
2023-09-02,Trader Joes,Meat,Pork,276
2023-09-02,Kroger,Produce,Apples,395
2023-09-02,Kroger,Produce,Bananas,409
2023-09-02,Kroger,Produce,Carrots,228
2023-09-02,Kroger,Dairy,Milk,381
2023-09-02,Kroger,Dairy,Cheese,212
2023-09-02,Kroger,Dairy,Yogurt,322
2023-09-02,Kroger,Meat,Chicken,371
2023-09-02,Kroger,Meat,Beef,487
2023-09-02,Kroger,Meat,Pork,315
2023-09-03,Whole Foods,Produce,Apples,559
2023-09-03,Whole Foods,Produce,Bananas,328
2023-09-03,Whole Foods,Produce,Carrots,181
2023-09-03,Whole Foods,Dairy,Milk,487
2023-09-03,Whole Foods,Dairy,Cheese,428
2023-09-03,Whole Foods,Dairy,Yogurt,153
2023-09-03,Whole Foods,Meat,Chicken,380
2023-09-03,Whole Foods,Meat,Beef,204
2023-09-03,Whole Foods,Meat,Pork,411
2023-09-03,Trader Joes,Produce,Apples,341
2023-09-03,Trader Joes,Produce,Bananas,504
2023-09-03,Trader Joes,Produce,Carrots,220
2023-09-03,Trader Joes,Dairy,Milk,291
2023-09-03,Trader Joes,Dairy,Cheese,440
2023-09-03,Trader Joes,Dairy,Yogurt,292
2023-09-03,Trader Joes,Meat,Chicken,428
2023-09-03,Trader Joes,Meat,Beef,464
2023-09-03,Trader Joes,Meat,Pork,301
2023-09-03,Kroger,Produce,Apples,595
2023-09-03,Kroger,Produce,Bananas,302
2023-09-03,Kroger,Produce,Carrots,435
2023-09-03,Kroger,Dairy,Milk,125
2023-09-03,Kroger,Dairy,Cheese,194
2023-09-03,Kroger,Dairy,Yogurt,353
2023-09-03,Kroger,Meat,Chicken,106
2023-09-03,Kroger,Meat,Beef,184
2023-09-03,Kroger,Meat,Pork,136
2023-09-04,Whole Foods,Produce,Apples,231
2023-09-04,Whole Foods,Produce,Bananas,190
2023-09-04,Whole Foods,Produce,Carrots,377
2023-09-04,Whole Foods,Dairy,Milk,462
2023-09-04,Whole Foods,Dairy,Cheese,100
2023-09-04,Whole Foods,Dairy,Yogurt,475
2023-09-04,Whole Foods,Meat,Chicken,285
2023-09-04,Whole Foods,Meat,Beef,231
2023-09-04,Whole Foods,Meat,Pork,176
2023-09-04,Trader Joes,Produce,Apples,514
2023-09-04,Trader Joes,Produce,Bananas,468
2023-09-04,Trader Joes,Produce,Carrots,287
2023-09-04,Trader Joes,Dairy,Milk,177
2023-09-04,Trader Joes,Dairy,Cheese,480
2023-09-04,Trader Joes,Dairy,Yogurt,193
2023-09-04,Trader Joes,Meat,Chicken,428
2023-09-04,Trader Joes,Meat,Beef,272
2023-09-04,Trader Joes,Meat,Pork,463
2023-09-04,Kroger,Produce,Apples,271
2023-09-04,Kroger,Produce,Bananas,289
2023-09-04,Kroger,Produce,Carrots,168
2023-09-04,Kroger,Dairy,Milk,148
2023-09-04,Kroger,Dairy,Cheese,331
2023-09-04,Kroger,Dairy,Yogurt,303
2023-09-04,Kroger,Meat,Chicken,314
2023-09-04,Kroger,Meat,Beef,362
2023-09-04,Kroger,Meat,Pork,346
2023-09-05,Whole Foods,Produce,Apples,324
2023-09-05,Whole Foods,Produce,Bananas,561
2023-09-05,Whole Foods,Produce,Carrots,287
2023-09-05,Whole Foods,Dairy,Milk,403
2023-09-05,Whole Foods,Dairy,Cheese,188
2023-09-05,Whole Foods,Dairy,Yogurt,261
2023-09-05,Whole Foods,Meat,Chicken,399
2023-09-05,Whole Foods,Meat,Beef,418
2023-09-05,Whole Foods,Meat,Pork,111
2023-09-05,Trader Joes,Produce,Apples,520
2023-09-05,Trader Joes,Produce,Bananas,290
2023-09-05,Trader Joes,Produce,Carrots,531
2023-09-05,Trader Joes,Dairy,Milk,321
2023-09-05,Trader Joes,Dairy,Cheese,404
2023-09-05,Trader Joes,Dairy,Yogurt,393
2023-09-05,Trader Joes,Meat,Chicken,175
2023-09-05,Trader Joes,Meat,Beef,177
2023-09-05,Trader Joes,Meat,Pork,278
2023-09-05,Kroger,Produce,Apples,455
2023-09-05,Kroger,Produce,Bananas,214
2023-09-05,Kroger,Produce,Carrots,598
2023-09-05,Kroger,Dairy,Milk,204
2023-09-05,Kroger,Dairy,Cheese,133
2023-09-05,Kroger,Dairy,Yogurt,428
2023-09-05,Kroger,Meat,Chicken,464
2023-09-05,Kroger,Meat,Beef,417
2023-09-05,Kroger,Meat,Pork,274
2023-09-06,Whole Foods,Produce,Apples,345
2023-09-06,Whole Foods,Produce,Bananas,416
2023-09-06,Whole Foods,Produce,Carrots,218
2023-09-06,Whole Foods,Dairy,Milk,156
2023-09-06,Whole Foods,Dairy,Cheese,404
2023-09-06,Whole Foods,Dairy,Yogurt,266
2023-09-06,Whole Foods,Meat,Chicken,310
2023-09-06,Whole Foods,Meat,Beef,363
2023-09-06,Whole Foods,Meat,Pork,124
2023-09-06,Trader Joes,Produce,Apples,530
2023-09-06,Trader Joes,Produce,Bananas,444
2023-09-06,Trader Joes,Produce,Carrots,279
2023-09-06,Trader Joes,Dairy,Milk,175
2023-09-06,Trader Joes,Dairy,Cheese,327
2023-09-06,Trader Joes,Dairy,Yogurt,161
2023-09-06,Trader Joes,Meat,Chicken,485
2023-09-06,Trader Joes,Meat,Beef,350
2023-09-06,Trader Joes,Meat,Pork,182
2023-09-06,Kroger,Produce,Apples,557
2023-09-06,Kroger,Produce,Bananas,493
2023-09-06,Kroger,Produce,Carrots,575
2023-09-06,Kroger,Dairy,Milk,166
2023-09-06,Kroger,Dairy,Cheese,337
2023-09-06,Kroger,Dairy,Yogurt,112
2023-09-06,Kroger,Meat,Chicken,306
2023-09-06,Kroger,Meat,Beef,376
2023-09-06,Kroger,Meat,Pork,259
2023-09-07,Whole Foods,Produce,Apples,513
2023-09-07,Whole Foods,Produce,Bananas,462
2023-09-07,Whole Foods,Produce,Carrots,605
2023-09-07,Whole Foods,Dairy,Milk,335
2023-09-07,Whole Foods,Dairy,Cheese,172
2023-09-07,Whole Foods,Dairy,Yogurt,369
2023-09-07,Whole Foods,Meat,Chicken,320
2023-09-07,Whole Foods,Meat,Beef,299
2023-09-07,Whole Foods,Meat,Pork,405
2023-09-07,Trader Joes,Produce,Apples,349
2023-09-07,Trader Joes,Produce,Bananas,400
2023-09-07,Trader Joes,Produce,Carrots,254
2023-09-07,Trader Joes,Dairy,Milk,465
2023-09-07,Trader Joes,Dairy,Cheese,463
2023-09-07,Trader Joes,Dairy,Yogurt,279
2023-09-07,Trader Joes,Meat,Chicken,435
2023-09-07,Trader Joes,Meat,Beef,452
2023-09-07,Trader Joes,Meat,Pork,166
2023-09-07,Kroger,Produce,Apples,303
2023-09-07,Kroger,Produce,Bananas,246
2023-09-07,Kroger,Produce,Carrots,229
2023-09-07,Kroger,Dairy,Milk,411
2023-09-07,Kroger,Dairy,Cheese,170
2023-09-07,Kroger,Dairy,Yogurt,451
2023-09-07,Kroger,Meat,Chicken,387
2023-09-07,Kroger,Meat,Beef,492
2023-09-07,Kroger,Meat,Pork,226
2023-09-08,Whole Foods,Produce,Apples,341
2023-09-08,Whole Foods,Produce,Bananas,510
2023-09-08,Whole Foods,Produce,Carrots,338
2023-09-08,Whole Foods,Dairy,Milk,465
2023-09-08,Whole Foods,Dairy,Cheese,114
2023-09-08,Whole Foods,Dairy,Yogurt,205
2023-09-08,Whole Foods,Meat,Chicken,454
2023-09-08,Whole Foods,Meat,Beef,219
2023-09-08,Whole Foods,Meat,Pork,224
2023-09-08,Trader Joes,Produce,Apples,319
2023-09-08,Trader Joes,Produce,Bananas,220
2023-09-08,Trader Joes,Produce,Carrots,391
2023-09-08,Trader Joes,Dairy,Milk,215
2023-09-08,Trader Joes,Dairy,Cheese,215
2023-09-08,Trader Joes,Dairy,Yogurt,150
2023-09-08,Trader Joes,Meat,Chicken,118
2023-09-08,Trader Joes,Meat,Beef,448
2023-09-08,Trader Joes,Meat,Pork,283
2023-09-08,Kroger,Produce,Apples,311
2023-09-08,Kroger,Produce,Bananas,336
2023-09-08,Kroger,Produce,Carrots,521
2023-09-08,Kroger,Dairy,Milk,497
2023-09-08,Kroger,Dairy,Cheese,477
2023-09-08,Kroger,Dairy,Yogurt,407
2023-09-08,Kroger,Meat,Chicken,442
2023-09-08,Kroger,Meat,Beef,239
2023-09-08,Kroger,Meat,Pork,480
2023-09-09,Whole Foods,Produce,Apples,576
2023-09-09,Whole Foods,Produce,Bananas,487
2023-09-09,Whole Foods,Produce,Carrots,300
2023-09-09,Whole Foods,Dairy,Milk,439
2023-09-09,Whole Foods,Dairy,Cheese,318
2023-09-09,Whole Foods,Dairy,Yogurt,296
2023-09-09,Whole Foods,Meat,Chicken,288
2023-09-09,Whole Foods,Meat,Beef,340
2023-09-09,Whole Foods,Meat,Pork,207
2023-09-09,Trader Joes,Produce,Apples,491
2023-09-09,Trader Joes,Produce,Bananas,436
2023-09-09,Trader Joes,Produce,Carrots,340
2023-09-09,Trader Joes,Dairy,Milk,367
2023-09-09,Trader Joes,Dairy,Cheese,253
2023-09-09,Trader Joes,Dairy,Yogurt,343
2023-09-09,Trader Joes,Meat,Chicken,334
2023-09-09,Trader Joes,Meat,Beef,177
2023-09-09,Trader Joes,Meat,Pork,488
2023-09-09,Kroger,Produce,Apples,520
2023-09-09,Kroger,Produce,Bananas,473
2023-09-09,Kroger,Produce,Carrots,220
2023-09-09,Kroger,Dairy,Milk,280
2023-09-09,Kroger,Dairy,Cheese,273
2023-09-09,Kroger,Dairy,Yogurt,147
2023-09-09,Kroger,Meat,Chicken,258
2023-09-09,Kroger,Meat,Beef,303
2023-09-09,Kroger,Meat,Pork,182
2023-09-10,Whole Foods,Produce,Apples,239
2023-09-10,Whole Foods,Produce,Bananas,342
2023-09-10,Whole Foods,Produce,Carrots,410
2023-09-10,Whole Foods,Dairy,Milk,135
2023-09-10,Whole Foods,Dairy,Cheese,486
2023-09-10,Whole Foods,Dairy,Yogurt,135
2023-09-10,Whole Foods,Meat,Chicken,329
2023-09-10,Whole Foods,Meat,Beef,121
2023-09-10,Whole Foods,Meat,Pork,211
2023-09-10,Trader Joes,Produce,Apples,245
2023-09-10,Trader Joes,Produce,Bananas,522
2023-09-10,Trader Joes,Produce,Carrots,267
2023-09-10,Trader Joes,Dairy,Milk,104
2023-09-10,Trader Joes,Dairy,Cheese,263
2023-09-10,Trader Joes,Dairy,Yogurt,364
2023-09-10,Trader Joes,Meat,Chicken,346
2023-09-10,Trader Joes,Meat,Beef,330
2023-09-10,Trader Joes,Meat,Pork,183
2023-09-10,Kroger,Produce,Apples,378
2023-09-10,Kroger,Produce,Bananas,401
2023-09-10,Kroger,Produce,Carrots,286
2023-09-10,Kroger,Dairy,Milk,151
2023-09-10,Kroger,Dairy,Cheese,353
2023-09-10,Kroger,Dairy,Yogurt,393
2023-09-10,Kroger,Meat,Chicken,443
2023-09-10,Kroger,Meat,Beef,219
2023-09-10,Kroger,Meat,Pork,123
2023-09-11,Whole Foods,Produce,Apples,532
2023-09-11,Whole Foods,Produce,Bananas,377
2023-09-11,Whole Foods,Produce,Carrots,447
2023-09-11,Whole Foods,Dairy,Milk,126
2023-09-11,Whole Foods,Dairy,Cheese,499
2023-09-11,Whole Foods,Dairy,Yogurt,290
2023-09-11,Whole Foods,Meat,Chicken,327
2023-09-11,Whole Foods,Meat,Beef,131
2023-09-11,Whole Foods,Meat,Pork,237
2023-09-11,Trader Joes,Produce,Apples,397
2023-09-11,Trader Joes,Produce,Bananas,221
2023-09-11,Trader Joes,Produce,Carrots,551
2023-09-11,Trader Joes,Dairy,Milk,449
2023-09-11,Trader Joes,Dairy,Cheese,338
2023-09-11,Trader Joes,Dairy,Yogurt,268
2023-09-11,Trader Joes,Meat,Chicken,477
2023-09-11,Trader Joes,Meat,Beef,272
2023-09-11,Trader Joes,Meat,Pork,488
2023-09-11,Kroger,Produce,Apples,273
2023-09-11,Kroger,Produce,Bananas,485
2023-09-11,Kroger,Produce,Carrots,194
2023-09-11,Kroger,Dairy,Milk,116
2023-09-11,Kroger,Dairy,Cheese,321
2023-09-11,Kroger,Dairy,Yogurt,444
2023-09-11,Kroger,Meat,Chicken,300
2023-09-11,Kroger,Meat,Beef,187
2023-09-11,Kroger,Meat,Pork,430
2023-09-12,Whole Foods,Produce,Apples,253
2023-09-12,Whole Foods,Produce,Bananas,540
2023-09-12,Whole Foods,Produce,Carrots,566
2023-09-12,Whole Foods,Dairy,Milk,392
2023-09-12,Whole Foods,Dairy,Cheese,285
2023-09-12,Whole Foods,Dairy,Yogurt,165
2023-09-12,Whole Foods,Meat,Chicken,141
2023-09-12,Whole Foods,Meat,Beef,171
2023-09-12,Whole Foods,Meat,Pork,333
2023-09-12,Trader Joes,Produce,Apples,298
2023-09-12,Trader Joes,Produce,Bananas,270
2023-09-12,Trader Joes,Produce,Carrots,513
2023-09-12,Trader Joes,Dairy,Milk,150
2023-09-12,Trader Joes,Dairy,Cheese,405
2023-09-12,Trader Joes,Dairy,Yogurt,120
2023-09-12,Trader Joes,Meat,Chicken,318
2023-09-12,Trader Joes,Meat,Beef,356
2023-09-12,Trader Joes,Meat,Pork,286
2023-09-12,Kroger,Produce,Apples,377
2023-09-12,Kroger,Produce,Bananas,224
2023-09-12,Kroger,Produce,Carrots,224
2023-09-12,Kroger,Dairy,Milk,156
2023-09-12,Kroger,Dairy,Cheese,120
2023-09-12,Kroger,Dairy,Yogurt,331
2023-09-12,Kroger,Meat,Chicken,164
2023-09-12,Kroger,Meat,Beef,278
2023-09-12,Kroger,Meat,Pork,390
2023-09-13,Whole Foods,Produce,Apples,421
2023-09-13,Whole Foods,Produce,Bananas,307
2023-09-13,Whole Foods,Produce,Carrots,354
2023-09-13,Whole Foods,Dairy,Milk,130
2023-09-13,Whole Foods,Dairy,Cheese,177
2023-09-13,Whole Foods,Dairy,Yogurt,140
2023-09-13,Whole Foods,Meat,Chicken,434
2023-09-13,Whole Foods,Meat,Beef,235
2023-09-13,Whole Foods,Meat,Pork,260
2023-09-13,Trader Joes,Produce,Apples,564
2023-09-13,Trader Joes,Produce,Bananas,538
2023-09-13,Trader Joes,Produce,Carrots,382
2023-09-13,Trader Joes,Dairy,Milk,251
2023-09-13,Trader Joes,Dairy,Cheese,153
2023-09-13,Trader Joes,Dairy,Yogurt,269
2023-09-13,Trader Joes,Meat,Chicken,487
2023-09-13,Trader Joes,Meat,Beef,175
2023-09-13,Trader Joes,Meat,Pork,459
2023-09-13,Kroger,Produce,Apples,324
2023-09-13,Kroger,Produce,Bananas,246
2023-09-13,Kroger,Produce,Carrots,239
2023-09-13,Kroger,Dairy,Milk,142
2023-09-13,Kroger,Dairy,Cheese,118
2023-09-13,Kroger,Dairy,Yogurt,333
2023-09-13,Kroger,Meat,Chicken,153
2023-09-13,Kroger,Meat,Beef,117
2023-09-13,Kroger,Meat,Pork,411
2023-09-14,Whole Foods,Produce,Apples,367
2023-09-14,Whole Foods,Produce,Bananas,311
2023-09-14,Whole Foods,Produce,Carrots,294
2023-09-14,Whole Foods,Dairy,Milk,262
2023-09-14,Whole Foods,Dairy,Cheese,100
2023-09-14,Whole Foods,Dairy,Yogurt,276
2023-09-14,Whole Foods,Meat,Chicken,342
2023-09-14,Whole Foods,Meat,Beef,407
2023-09-14,Whole Foods,Meat,Pork,303
2023-09-14,Trader Joes,Produce,Apples,430
2023-09-14,Trader Joes,Produce,Bananas,213
2023-09-14,Trader Joes,Produce,Carrots,491
2023-09-14,Trader Joes,Dairy,Milk,375
2023-09-14,Trader Joes,Dairy,Cheese,167
2023-09-14,Trader Joes,Dairy,Yogurt,489
2023-09-14,Trader Joes,Meat,Chicken,493
2023-09-14,Trader Joes,Meat,Beef,442
2023-09-14,Trader Joes,Meat,Pork,407
2023-09-14,Kroger,Produce,Apples,395
2023-09-14,Kroger,Produce,Bananas,458
2023-09-14,Kroger,Produce,Carrots,301
2023-09-14,Kroger,Dairy,Milk,383
2023-09-14,Kroger,Dairy,Cheese,437
2023-09-14,Kroger,Dairy,Yogurt,436
2023-09-14,Kroger,Meat,Chicken,302
2023-09-14,Kroger,Meat,Beef,334
2023-09-14,Kroger,Meat,Pork,151
2023-09-15,Whole Foods,Produce,Apples,481
2023-09-15,Whole Foods,Produce,Bananas,263
2023-09-15,Whole Foods,Produce,Carrots,367
2023-09-15,Whole Foods,Dairy,Milk,355
2023-09-15,Whole Foods,Dairy,Cheese,291
2023-09-15,Whole Foods,Dairy,Yogurt,312
2023-09-15,Whole Foods,Meat,Chicken,296
2023-09-15,Whole Foods,Meat,Beef,191
2023-09-15,Whole Foods,Meat,Pork,381
2023-09-15,Trader Joes,Produce,Apples,218
2023-09-15,Trader Joes,Produce,Bananas,411
2023-09-15,Trader Joes,Produce,Carrots,296
2023-09-15,Trader Joes,Dairy,Milk,304
