Date,Company,Freight_Type,Shipping_Lane,Vessel_Name,IMO_Number,Vessel_Capacity,Volume_Tons
2023-03-30,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,8459
2023-03-30,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,8051
2023-03-30,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,14214
2023-03-30,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,13175
2023-03-30,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,11320
2023-03-30,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,9826
2023-03-30,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,6921
2023-03-30,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,13266
2023-03-30,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,14733
2023-03-30,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,5601
2023-03-30,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,9230
2023-03-30,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,14016
2023-03-30,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,7794
2023-03-30,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,5944
2023-03-30,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,9351
2023-03-30,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,7145
2023-03-30,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,9646
2023-03-31,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,5489
2023-03-31,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,10986
2023-03-31,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,12229
2023-03-31,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,9973
2023-03-31,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,5884
2023-03-31,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,6379
2023-03-31,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,10496
2023-03-31,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,5949
2023-03-31,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,12128
2023-03-31,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,8967
2023-03-31,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,11694
2023-03-31,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,12548
2023-03-31,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,13574
2023-03-31,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,8703
2023-03-31,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,9562
2023-03-31,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,6236
2023-03-31,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,5393
2023-03-31,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,10821
2023-03-31,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,7146
2023-03-31,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,13956
2023-04-01,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,13872
2023-04-01,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,14488
2023-04-01,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,13469
2023-04-01,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,12075
2023-04-01,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,10385
2023-04-01,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,7192
2023-04-01,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,8613
2023-04-01,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,10064
2023-04-01,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,11892
2023-04-01,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,7571
2023-04-01,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,11066
2023-04-01,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,14002
2023-04-01,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,10550
2023-04-01,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,13063
2023-04-01,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,5848
2023-04-01,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,10578
2023-04-01,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,11827
2023-04-01,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,9695
2023-04-01,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,14516
2023-04-01,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,10620
2023-04-02,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,5141
2023-04-02,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,12909
2023-04-02,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,12929
2023-04-02,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,11283
2023-04-02,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,13048
2023-04-02,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,9856
2023-04-02,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,13778
2023-04-02,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,8538
2023-04-02,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,12301
2023-04-02,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,8678
2023-04-02,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,5736
2023-04-02,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,7306
2023-04-02,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,8363
2023-04-02,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,5485
2023-04-02,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,7278
2023-04-02,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,5375
2023-04-02,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,14391
2023-04-02,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,13833
2023-04-02,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,9852
2023-04-02,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,11195
2023-04-03,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,5672
2023-04-03,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,11961
2023-04-03,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,8389
2023-04-03,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,14841
2023-04-03,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,14500
2023-04-03,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,9499
2023-04-03,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,10586
2023-04-03,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,10379
2023-04-03,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,6589
2023-04-03,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,7159
2023-04-03,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,6924
2023-04-03,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,12493
2023-04-03,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,9373
2023-04-03,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,8644
2023-04-03,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,11438
2023-04-03,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,12831
2023-04-03,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,6106
2023-04-03,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,12466
2023-04-03,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,9924
2023-04-03,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,12803
2023-04-04,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,14348
2023-04-04,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,10005
2023-04-04,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,5867
2023-04-04,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,10493
2023-04-04,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,12106
2023-04-04,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,14384
2023-04-04,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,5156
2023-04-04,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,14236
2023-04-04,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,14432
2023-04-04,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,9275
2023-04-04,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,7021
2023-04-04,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,10166
2023-04-04,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,10134
2023-04-04,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,7451
2023-04-04,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,13292
2023-04-04,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,13426
2023-04-04,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,8572
2023-04-04,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,11538
2023-04-04,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,8945
2023-04-04,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,6762
2023-04-05,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,7990
2023-04-05,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,8077
2023-04-05,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,6214
2023-04-05,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,10341
2023-04-05,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,10361
2023-04-05,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,11981
2023-04-05,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,8608
2023-04-05,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,5980
2023-04-05,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,8694
2023-04-05,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,5756
2023-04-05,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,8756
2023-04-05,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,8711
2023-04-05,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,9717
2023-04-05,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,5375
2023-04-05,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,7737
2023-04-05,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,10082
2023-04-05,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,12593
2023-04-05,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,13287
2023-04-05,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,7872
2023-04-05,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,9795
2023-04-06,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,13409
2023-04-06,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,8248
2023-04-06,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,8024
2023-04-06,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,14903
2023-04-06,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,12534
2023-04-06,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,12145
2023-04-06,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,14653
2023-04-06,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,13557
2023-04-06,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,12489
2023-04-06,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,8679
2023-04-06,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,10079
2023-04-06,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,9022
2023-04-06,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,8610
2023-04-06,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,9028
2023-04-06,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,12330
2023-04-06,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,5766
2023-04-06,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,13418
2023-04-06,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,8848
2023-04-06,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,9973
2023-04-06,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,7861
2023-04-07,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,5521
2023-04-07,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,11011
2023-04-07,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,8684
2023-04-07,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,14499
2023-04-07,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,12698
2023-04-07,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,13241
2023-04-07,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,8685
2023-04-07,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,14685
2023-04-07,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,12361
2023-04-07,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,13304
2023-04-07,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,10666
2023-04-07,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,14182
2023-04-07,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,6347
2023-04-07,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,14785
2023-04-07,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,14053
2023-04-07,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,12080
2023-04-07,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,9214
2023-04-07,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,8026
2023-04-07,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,11665
2023-04-07,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,6322
2023-04-08,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,5460
2023-04-08,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,7072
2023-04-08,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,12064
2023-04-08,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,9058
2023-04-08,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,7002
2023-04-08,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,7576
2023-04-08,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,10547
2023-04-08,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,6247
2023-04-08,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,8218
2023-04-08,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,8194
2023-04-08,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,6525
2023-04-08,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,9480
2023-04-08,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,5925
2023-04-08,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,13646
2023-04-08,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,14046
2023-04-08,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,6122
2023-04-08,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,5522
2023-04-08,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,8634
2023-04-08,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,6228
2023-04-08,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,6559
2023-04-09,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,9807
2023-04-09,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,6168
2023-04-09,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,12943
2023-04-09,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,9741
2023-04-09,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,10614
2023-04-09,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,7028
2023-04-09,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,9079
2023-04-09,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,13124
2023-04-09,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,6934
2023-04-09,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,7917
2023-04-09,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,12877
2023-04-09,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,12210
2023-04-09,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,6473
2023-04-09,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,13477
2023-04-09,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,9348
2023-04-09,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,11909
2023-04-09,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,11918
2023-04-09,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,14213
2023-04-09,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,8548
2023-04-09,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,10008
2023-04-10,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,7885
2023-04-10,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,7569
2023-04-10,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,13662
2023-04-10,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,9672
2023-04-10,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,7530
2023-04-10,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,10629
2023-04-10,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,5295
2023-04-10,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,6309
2023-04-10,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,12035
2023-04-10,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,6968
2023-04-10,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,12198
2023-04-10,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,12971
2023-04-10,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,6118
2023-04-10,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,14534
2023-04-10,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,8393
2023-04-10,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,5611
2023-04-10,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,11067
2023-04-10,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,12422
2023-04-10,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,11562
2023-04-10,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,14021
2023-04-11,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,8565
2023-04-11,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,6744
2023-04-11,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,13772
2023-04-11,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,7598
2023-04-11,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,13459
2023-04-11,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,12515
2023-04-11,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,9468
2023-04-11,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,14259
2023-04-11,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,13412
2023-04-11,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,13989
2023-04-11,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,5539
2023-04-11,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,14208
2023-04-11,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,5213
2023-04-11,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,9043
2023-04-11,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,7335
2023-04-11,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,5335
2023-04-11,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,10951
2023-04-11,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,11953
2023-04-11,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,10180
2023-04-11,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,12141
