Order Date,Store,Category,Sub-Category,Sales,Quantity
2025-10-17,Superstore,Office Supplies,Art,44,4
2025-10-18,Superstore,Office Supplies,Art,52,5
2025-10-19,Superstore,Office Supplies,Art,54,5
2025-10-20,Superstore,Office Supplies,Art,44,4
2025-10-21,Superstore,Office Supplies,Art,42,4
2025-10-22,Superstore,Office Supplies,Art,37,3
2025-10-23,Superstore,Office Supplies,Art,37,3
2025-10-24,Superstore,Office Supplies,Art,38,3
2025-10-25,Superstore,Office Supplies,Art,52,5
2025-10-26,Superstore,Office Supplies,Art,51,5
2025-10-27,Superstore,Office Supplies,Art,43,4
2025-10-28,Superstore,Office Supplies,Art,36,3
2025-10-29,Superstore,Office Supplies,Art,45,4
2025-10-30,Superstore,Office Supplies,Art,41,4
2025-10-31,Superstore,Office Supplies,Art,37,3
2025-11-01,Superstore,Office Supplies,Art,75,7
2025-11-02,Superstore,Office Supplies,Art,81,8
2025-11-03,Superstore,Office Supplies,Art,68,6
2025-11-04,Superstore,Office Supplies,Art,69,6
2025-11-05,Superstore,Office Supplies,Art,62,6
2025-11-06,Superstore,Office Supplies,Art,67,6
2025-11-07,Superstore,Office Supplies,Art,69,6
2025-11-08,Superstore,Office Supplies,Art,78,7
2025-11-09,Superstore,Office Supplies,Art,80,8
2025-11-10,Superstore,Office Supplies,Art,66,6
2025-11-11,Superstore,Office Supplies,Art,70,7
2025-11-12,Superstore,Office Supplies,Art,63,6
2025-11-13,Superstore,Office Supplies,Art,63,6
2025-11-14,Superstore,Office Supplies,Art,66,6
2025-11-15,Superstore,Office Supplies,Art,82,8
2025-11-16,Superstore,Office Supplies,Art,76,7
2025-11-17,Superstore,Office Supplies,Art,69,6
2025-11-18,Superstore,Office Supplies,Art,62,6
2025-11-19,Superstore,Office Supplies,Art,70,7
2025-11-20,Superstore,Office Supplies,Art,67,6
2025-11-21,Superstore,Office Supplies,Art,68,6
2025-11-22,Superstore,Office Supplies,Art,79,7
2025-11-23,Superstore,Office Supplies,Art,80,8
2025-11-24,Superstore,Office Supplies,Art,69,6
2025-11-25,Superstore,Office Supplies,Art,69,6
2025-11-26,Superstore,Office Supplies,Art,70,7
2025-11-27,Superstore,Office Supplies,Art,63,6
2025-11-28,Superstore,Office Supplies,Art,66,6
2025-11-29,Superstore,Office Supplies,Art,78,7
2025-11-30,Superstore,Office Supplies,Art,79,7
2025-12-01,Superstore,Office Supplies,Art,65,6
2025-12-02,Superstore,Office Supplies,Art,69,6
2025-12-03,Superstore,Office Supplies,Art,67,6
2025-12-04,Superstore,Office Supplies,Art,69,6
2025-12-05,Superstore,Office Supplies,Art,69,6
2025-12-06,Superstore,Office Supplies,Art,80,8
2025-12-07,Superstore,Office Supplies,Art,75,7
2025-12-08,Superstore,Office Supplies,Art,66,6
2025-12-09,Superstore,Office Supplies,Art,70,7
2025-12-10,Superstore,Office Supplies,Art,62,6
2025-12-11,Superstore,Office Supplies,Art,63,6
2025-12-12,Superstore,Office Supplies,Art,70,7
2025-12-13,Superstore,Office Supplies,Art,81,8
2025-12-14,Superstore,Office Supplies,Art,75,7
2025-12-15,Superstore,Office Supplies,Art,65,6
2025-12-16,Superstore,Office Supplies,Art,66,6
2025-12-17,Superstore,Office Supplies,Art,63,6
2025-12-18,Superstore,Office Supplies,Art,67,6
2025-12-19,Superstore,Office Supplies,Art,65,6
2025-12-20,Superstore,Office Supplies,Art,76,7
2025-12-21,Superstore,Office Supplies,Art,80,8
2025-12-22,Superstore,Office Supplies,Art,67,6
2025-12-23,Superstore,Office Supplies,Art,64,6
2025-12-24,Superstore,Office Supplies,Art,65,6
2025-12-25,Superstore,Office Supplies,Art,63,6
2025-12-26,Superstore,Office Supplies,Art,69,6
2025-12-27,Superstore,Office Supplies,Art,74,7
2025-12-28,Superstore,Office Supplies,Art,79,7
2025-12-29,Superstore,Office Supplies,Art,69,6
2025-12-30,Superstore,Office Supplies,Art,67,6
2022-01-01,Superstore,Office Supplies,Envelopes,51,5
2022-01-02,Superstore,Office Supplies,Envelopes,53,5
2022-01-03,Superstore,Office Supplies,Envelopes,36,3
2022-01-04,Superstore,Office Supplies,Envelopes,37,3
2022-01-05,Superstore,Office Supplies,Envelopes,45,4
2022-01-06,Superstore,Office Supplies,Envelopes,41,4
2022-01-07,Superstore,Office Supplies,Envelopes,45,4
2022-01-08,Superstore,Office Supplies,Envelopes,54,5
2022-01-09,Superstore,Office Supplies,Envelopes,54,5
2022-01-10,Superstore,Office Supplies,Envelopes,42,4
2022-01-11,Superstore,Office Supplies,Envelopes,37,3
2022-01-12,Superstore,Office Supplies,Envelopes,39,3
2022-01-13,Superstore,Office Supplies,Envelopes,41,4
2022-01-14,Superstore,Office Supplies,Envelopes,45,4
2022-01-15,Superstore,Office Supplies,Envelopes,54,5
2022-01-16,Superstore,Office Supplies,Envelopes,49,4
2022-01-17,Superstore,Office Supplies,Envelopes,40,4
2022-01-18,Superstore,Office Supplies,Envelopes,40,4
2022-01-19,Superstore,Office Supplies,Envelopes,42,4
2022-01-20,Superstore,Office Supplies,Envelopes,41,4
2022-01-21,Superstore,Office Supplies,Envelopes,38,3
2022-01-22,Superstore,Office Supplies,Envelopes,50,5
2022-01-23,Superstore,Office Supplies,Envelopes,49,4
2022-01-24,Superstore,Office Supplies,Envelopes,40,4
2022-01-25,Superstore,Office Supplies,Envelopes,44,4
2022-01-26,Superstore,Office Supplies,Envelopes,39,3
2022-01-27,Superstore,Office Supplies,Envelopes,45,4
2022-01-28,Superstore,Office Supplies,Envelopes,39,3
2022-01-29,Superstore,Office Supplies,Envelopes,57,5
2022-01-30,Superstore,Office Supplies,Envelopes,55,5
2022-01-31,Superstore,Office Supplies,Envelopes,40,4
2022-02-01,Superstore,Office Supplies,Envelopes,40,4
2022-02-02,Superstore,Office Supplies,Envelopes,40,4
2022-02-03,Superstore,Office Supplies,Envelopes,36,3
2022-02-04,Superstore,Office Supplies,Envelopes,40,4
2022-02-05,Superstore,Office Supplies,Envelopes,56,5
2022-02-06,Superstore,Office Supplies,Envelopes,49,4
2022-02-07,Superstore,Office Supplies,Envelopes,37,3
2022-02-08,Superstore,Office Supplies,Envelopes,42,4
2022-02-09,Superstore,Office Supplies,Envelopes,45,4
2022-02-10,Superstore,Office Supplies,Envelopes,39,3
2022-02-11,Superstore,Office Supplies,Envelopes,42,4
2022-02-12,Superstore,Office Supplies,Envelopes,49,4
2022-02-13,Superstore,Office Supplies,Envelopes,56,5
2022-02-14,Superstore,Office Supplies,Envelopes,44,4
2022-02-15,Superstore,Office Supplies,Envelopes,37,3
2022-02-16,Superstore,Office Supplies,Envelopes,40,4
2022-02-17,Superstore,Office Supplies,Envelopes,45,4
2022-02-18,Superstore,Office Supplies,Envelopes,41,4
2022-02-19,Superstore,Office Supplies,Envelopes,53,5
2022-02-20,Superstore,Office Supplies,Envelopes,56,5
2022-02-21,Superstore,Office Supplies,Envelopes,41,4
2022-02-22,Superstore,Office Supplies,Envelopes,38,3
2022-02-23,Superstore,Office Supplies,Envelopes,40,4
2022-02-24,Superstore,Office Supplies,Envelopes,39,3
2022-02-25,Superstore,Office Supplies,Envelopes,40,4
2022-02-26,Superstore,Office Supplies,Envelopes,57,5
2022-02-27,Superstore,Office Supplies,Envelopes,53,5
2022-02-28,Superstore,Office Supplies,Envelopes,37,3
2022-03-01,Superstore,Office Supplies,Envelopes,40,4
2022-03-02,Superstore,Office Supplies,Envelopes,40,4
2022-03-03,Superstore,Office Supplies,Envelopes,39,3
2022-03-04,Superstore,Office Supplies,Envelopes,36,3
2022-03-05,Superstore,Office Supplies,Envelopes,55,5
2022-03-06,Superstore,Office Supplies,Envelopes,49,4
2022-03-07,Superstore,Office Supplies,Envelopes,37,3
2022-03-08,Superstore,Office Supplies,Envelopes,36,3
2022-03-09,Superstore,Office Supplies,Envelopes,41,4
2022-03-10,Superstore,Office Supplies,Envelopes,42,4
2022-03-11,Superstore,Office Supplies,Envelopes,41,4
2022-03-12,Superstore,Office Supplies,Envelopes,52,5
2022-03-13,Superstore,Office Supplies,Envelopes,52,5
2022-03-14,Superstore,Office Supplies,Envelopes,40,4
2022-03-15,Superstore,Office Supplies,Envelopes,42,4
2022-03-16,Superstore,Office Supplies,Envelopes,40,4
2022-03-17,Superstore,Office Supplies,Envelopes,39,3
2022-03-18,Superstore,Office Supplies,Envelopes,39,3
2022-03-19,Superstore,Office Supplies,Envelopes,52,5
2022-03-20,Superstore,Office Supplies,Envelopes,53,5
2022-03-21,Superstore,Office Supplies,Envelopes,45,4
2022-03-22,Superstore,Office Supplies,Envelopes,43,4
2022-03-23,Superstore,Office Supplies,Envelopes,37,3
2022-03-24,Superstore,Office Supplies,Envelopes,40,4
2022-03-25,Superstore,Office Supplies,Envelopes,44,4
2022-03-26,Superstore,Office Supplies,Envelopes,51,5
2022-03-27,Superstore,Office Supplies,Envelopes,56,5
2022-03-28,Superstore,Office Supplies,Envelopes,42,4
2022-03-29,Superstore,Office Supplies,Envelopes,36,3
2022-03-30,Superstore,Office Supplies,Envelopes,41,4
2022-03-31,Superstore,Office Supplies,Envelopes,39,3
2022-04-01,Superstore,Office Supplies,Envelopes,39,3
2022-04-02,Superstore,Office Supplies,Envelopes,57,5
2022-04-03,Superstore,Office Supplies,Envelopes,53,5
2022-04-04,Superstore,Office Supplies,Envelopes,39,3
2022-04-05,Superstore,Office Supplies,Envelopes,40,4
2022-04-06,Superstore,Office Supplies,Envelopes,37,3
2022-04-07,Superstore,Office Supplies,Envelopes,45,4
2022-04-08,Superstore,Office Supplies,Envelopes,40,4
2022-04-09,Superstore,Office Supplies,Envelopes,57,5
2022-04-10,Superstore,Office Supplies,Envelopes,53,5
2022-04-11,Superstore,Office Supplies,Envelopes,40,4
2022-04-12,Superstore,Office Supplies,Envelopes,36,3
2022-04-13,Superstore,Office Supplies,Envelopes,40,4
2022-04-14,Superstore,Office Supplies,Envelopes,43,4
2022-04-15,Superstore,Office Supplies,Envelopes,41,4
2022-04-16,Superstore,Office Supplies,Envelopes,52,5
2022-04-17,Superstore,Office Supplies,Envelopes,53,5
2022-04-18,Superstore,Office Supplies,Envelopes,41,4
2022-04-19,Superstore,Office Supplies,Envelopes,37,3
2022-04-20,Superstore,Office Supplies,Envelopes,41,4
2022-04-21,Superstore,Office Supplies,Envelopes,44,4
2022-04-22,Superstore,Office Supplies,Envelopes,41,4
2022-04-23,Superstore,Office Supplies,Envelopes,51,5
2022-04-24,Superstore,Office Supplies,Envelopes,52,5
2022-04-25,Superstore,Office Supplies,Envelopes,40,4
2022-04-26,Superstore,Office Supplies,Envelopes,43,4
2022-04-27,Superstore,Office Supplies,Envelopes,39,3
2022-04-28,Superstore,Office Supplies,Envelopes,44,4
2022-04-29,Superstore,Office Supplies,Envelopes,41,4
2022-04-30,Superstore,Office Supplies,Envelopes,50,5
2022-05-01,Superstore,Office Supplies,Envelopes,53,5
2022-05-02,Superstore,Office Supplies,Envelopes,44,4
2022-05-03,Superstore,Office Supplies,Envelopes,37,3
2022-05-04,Superstore,Office Supplies,Envelopes,36,3
2022-05-05,Superstore,Office Supplies,Envelopes,40,4
2022-05-06,Superstore,Office Supplies,Envelopes,36,3
2022-05-07,Superstore,Office Supplies,Envelopes,54,5
2022-05-08,Superstore,Office Supplies,Envelopes,54,5
2022-05-09,Superstore,Office Supplies,Envelopes,44,4
2022-05-10,Superstore,Office Supplies,Envelopes,40,4
2022-05-11,Superstore,Office Supplies,Envelopes,36,3
2022-05-12,Superstore,Office Supplies,Envelopes,45,4
2022-05-13,Superstore,Office Supplies,Envelopes,43,4
2022-05-14,Superstore,Office Supplies,Envelopes,56,5
2022-05-15,Superstore,Office Supplies,Envelopes,51,5
2022-05-16,Superstore,Office Supplies,Envelopes,36,3
2022-05-17,Superstore,Office Supplies,Envelopes,42,4
2022-05-18,Superstore,Office Supplies,Envelopes,37,3
2022-05-19,Superstore,Office Supplies,Envelopes,44,4
2022-05-20,Superstore,Office Supplies,Envelopes,39,3
2022-05-21,Superstore,Office Supplies,Envelopes,56,5
2022-05-22,Superstore,Office Supplies,Envelopes,49,4
2022-05-23,Superstore,Office Supplies,Envelopes,44,4
2022-05-24,Superstore,Office Supplies,Envelopes,40,4
2022-05-25,Superstore,Office Supplies,Envelopes,41,4
2022-05-26,Superstore,Office Supplies,Envelopes,43,4
2022-05-27,Superstore,Office Supplies,Envelopes,42,4
2022-05-28,Superstore,Office Supplies,Envelopes,54,5
2022-05-29,Superstore,Office Supplies,Envelopes,57,5
2022-05-30,Superstore,Office Supplies,Envelopes,38,3
2022-05-31,Superstore,Office Supplies,Envelopes,38,3
2022-06-01,Superstore,Office Supplies,Envelopes,43,4
2022-06-02,Superstore,Office Supplies,Envelopes,41,4
2022-06-03,Superstore,Office Supplies,Envelopes,37,3
2022-06-04,Superstore,Office Supplies,Envelopes,57,5
2022-06-05,Superstore,Office Supplies,Envelopes,51,5
2022-06-06,Superstore,Office Supplies,Envelopes,43,4
2022-06-07,Superstore,Office Supplies,Envelopes,39,3
2022-06-08,Superstore,Office Supplies,Envelopes,38,3
2022-06-09,Superstore,Office Supplies,Envelopes,45,4
2022-06-10,Superstore,Office Supplies,Envelopes,38,3
2022-06-11,Superstore,Office Supplies,Envelopes,55,5
2022-06-12,Superstore,Office Supplies,Envelopes,53,5
2022-06-13,Superstore,Office Supplies,Envelopes,43,4
2022-06-14,Superstore,Office Supplies,Envelopes,45,4
2022-06-15,Superstore,Office Supplies,Envelopes,44,4
2022-06-16,Superstore,Office Supplies,Envelopes,45,4
2022-06-17,Superstore,Office Supplies,Envelopes,41,4
2022-06-18,Superstore,Office Supplies,Envelopes,57,5
2022-06-19,Superstore,Office Supplies,Envelopes,51,5
2022-06-20,Superstore,Office Supplies,Envelopes,44,4
2022-06-21,Superstore,Office Supplies,Envelopes,40,4
2022-06-22,Superstore,Office Supplies,Envelopes,42,4
2022-06-23,Superstore,Office Supplies,Envelopes,38,3
2022-06-24,Superstore,Office Supplies,Envelopes,40,4
2022-06-25,Superstore,Office Supplies,Envelopes,49,4
2022-06-26,Superstore,Office Supplies,Envelopes,57,5
2022-06-27,Superstore,Office Supplies,Envelopes,45,4
2022-06-28,Superstore,Office Supplies,Envelopes,37,3
2022-06-29,Superstore,Office Supplies,Envelopes,37,3
2022-06-30,Superstore,Office Supplies,Envelopes,45,4
2022-07-01,Superstore,Office Supplies,Envelopes,44,4
2022-07-02,Superstore,Office Supplies,Envelopes,55,5
2022-07-03,Superstore,Office Supplies,Envelopes,56,5
2022-07-04,Superstore,Office Supplies,Envelopes,45,4
2022-07-05,Superstore,Office Supplies,Envelopes,38,3
2022-07-06,Superstore,Office Supplies,Envelopes,41,4
2022-07-07,Superstore,Office Supplies,Envelopes,45,4
2022-07-08,Superstore,Office Supplies,Envelopes,40,4
2022-07-09,Superstore,Office Supplies,Envelopes,51,5
2022-07-10,Superstore,Office Supplies,Envelopes,57,5
2022-07-11,Superstore,Office Supplies,Envelopes,44,4
2022-07-12,Superstore,Office Supplies,Envelopes,37,3
2022-07-13,Superstore,Office Supplies,Envelopes,36,3
2022-07-14,Superstore,Office Supplies,Envelopes,37,3
2022-07-15,Superstore,Office Supplies,Envelopes,37,3
2022-07-16,Superstore,Office Supplies,Envelopes,50,5
2022-07-17,Superstore,Office Supplies,Envelopes,49,4
2022-07-18,Superstore,Office Supplies,Envelopes,38,3
2022-07-19,Superstore,Office Supplies,Envelopes,41,4
2022-07-20,Superstore,Office Supplies,Envelopes,44,4
2022-07-21,Superstore,Office Supplies,Envelopes,45,4
2022-07-22,Superstore,Office Supplies,Envelopes,43,4
2022-07-23,Superstore,Office Supplies,Envelopes,57,5
2022-07-24,Superstore,Office Supplies,Envelopes,49,4
2022-07-25,Superstore,Office Supplies,Envelopes,43,4
2022-07-26,Superstore,Office Supplies,Envelopes,44,4
2022-07-27,Superstore,Office Supplies,Envelopes,37,3
2022-07-28,Superstore,Office Supplies,Envelopes,39,3
2022-07-29,Superstore,Office Supplies,Envelopes,43,4
2022-07-30,Superstore,Office Supplies,Envelopes,54,5
2022-07-31,Superstore,Office Supplies,Envelopes,50,5
2022-08-01,Superstore,Office Supplies,Envelopes,40,4
2022-08-02,Superstore,Office Supplies,Envelopes,42,4
2022-08-03,Superstore,Office Supplies,Envelopes,41,4
2022-08-04,Superstore,Office Supplies,Envelopes,40,4
2022-08-05,Superstore,Office Supplies,Envelopes,40,4
2022-08-06,Superstore,Office Supplies,Envelopes,49,4
2022-08-07,Superstore,Office Supplies,Envelopes,51,5
2022-08-08,Superstore,Office Supplies,Envelopes,42,4
2022-08-09,Superstore,Office Supplies,Envelopes,44,4
2022-08-10,Superstore,Office Supplies,Envelopes,36,3
2022-08-11,Superstore,Office Supplies,Envelopes,36,3
2022-08-12,Superstore,Office Supplies,Envelopes,45,4
2022-08-13,Superstore,Office Supplies,Envelopes,57,5
2022-08-14,Superstore,Office Supplies,Envelopes,57,5
2022-08-15,Superstore,Office Supplies,Envelopes,43,4
2022-08-16,Superstore,Office Supplies,Envelopes,42,4
2022-08-17,Superstore,Office Supplies,Envelopes,38,3
2022-08-18,Superstore,Office Supplies,Envelopes,36,3
2022-08-19,Superstore,Office Supplies,Envelopes,42,4
2022-08-20,Superstore,Office Supplies,Envelopes,53,5
2022-08-21,Superstore,Office Supplies,Envelopes,51,5
2022-08-22,Superstore,Office Supplies,Envelopes,41,4
2022-08-23,Superstore,Office Supplies,Envelopes,37,3
2022-08-24,Superstore,Office Supplies,Envelopes,38,3
2022-08-25,Superstore,Office Supplies,Envelopes,40,4
2022-08-26,Superstore,Office Supplies,Envelopes,45,4
2022-08-27,Superstore,Office Supplies,Envelopes,53,5
2022-08-28,Superstore,Office Supplies,Envelopes,52,5
2022-08-29,Superstore,Office Supplies,Envelopes,41,4
2022-08-30,Superstore,Office Supplies,Envelopes,45,4
2022-08-31,Superstore,Office Supplies,Envelopes,40,4
2022-09-01,Superstore,Office Supplies,Envelopes,40,4
2022-09-02,Superstore,Office Supplies,Envelopes,37,3
2022-09-03,Superstore,Office Supplies,Envelopes,57,5
2022-09-04,Superstore,Office Supplies,Envelopes,56,5
2022-09-05,Superstore,Office Supplies,Envelopes,45,4
2022-09-06,Superstore,Office Supplies,Envelopes,43,4
2022-09-07,Superstore,Office Supplies,Envelopes,43,4
2022-09-08,Superstore,Office Supplies,Envelopes,45,4
2022-09-09,Superstore,Office Supplies,Envelopes,39,3
2022-09-10,Superstore,Office Supplies,Envelopes,50,5
2022-09-11,Superstore,Office Supplies,Envelopes,57,5
2022-09-12,Superstore,Office Supplies,Envelopes,38,3
2022-09-13,Superstore,Office Supplies,Envelopes,45,4
2022-09-14,Superstore,Office Supplies,Envelopes,37,3
2022-09-15,Superstore,Office Supplies,Envelopes,36,3
2022-09-16,Superstore,Office Supplies,Envelopes,38,3
2022-09-17,Superstore,Office Supplies,Envelopes,49,4
2022-09-18,Superstore,Office Supplies,Envelopes,50,5
2022-09-19,Superstore,Office Supplies,Envelopes,42,4
2022-09-20,Superstore,Office Supplies,Envelopes,36,3
2022-09-21,Superstore,Office Supplies,Envelopes,44,4
2022-09-22,Superstore,Office Supplies,Envelopes,44,4
2022-09-23,Superstore,Office Supplies,Envelopes,43,4
2022-09-24,Superstore,Office Supplies,Envelopes,56,5
2022-09-25,Superstore,Office Supplies,Envelopes,57,5
2022-09-26,Superstore,Office Supplies,Envelopes,45,4
2022-09-27,Superstore,Office Supplies,Envelopes,40,4
2022-09-28,Superstore,Office Supplies,Envelopes,37,3
2022-09-29,Superstore,Office Supplies,Envelopes,36,3
2022-09-30,Superstore,Office Supplies,Envelopes,38,3
2022-10-01,Superstore,Office Supplies,Envelopes,55,5
2022-10-02,Superstore,Office Supplies,Envelopes,52,5
2022-10-03,Superstore,Office Supplies,Envelopes,43,4
2022-10-04,Superstore,Office Supplies,Envelopes,40,4
2022-10-05,Superstore,Office Supplies,Envelopes,45,4
2022-10-06,Superstore,Office Supplies,Envelopes,39,3
2022-10-07,Superstore,Office Supplies,Envelopes,42,4
2022-10-08,Superstore,Office Supplies,Envelopes,53,5
2022-10-09,Superstore,Office Supplies,Envelopes,54,5
2022-10-10,Superstore,Office Supplies,Envelopes,40,4
2022-10-11,Superstore,Office Supplies,Envelopes,45,4
2022-10-12,Superstore,Office Supplies,Envelopes,44,4
2022-10-13,Superstore,Office Supplies,Envelopes,39,3
2022-10-14,Superstore,Office Supplies,Envelopes,40,4
2022-10-15,Superstore,Office Supplies,Envelopes,52,5
2022-10-16,Superstore,Office Supplies,Envelopes,53,5
2022-10-17,Superstore,Office Supplies,Envelopes,40,4
2022-10-18,Superstore,Office Supplies,Envelopes,40,4
2022-10-19,Superstore,Office Supplies,Envelopes,42,4
2022-10-20,Superstore,Office Supplies,Envelopes,38,3
2022-10-21,Superstore,Office Supplies,Envelopes,38,3
2022-10-22,Superstore,Office Supplies,Envelopes,50,5
2022-10-23,Superstore,Office Supplies,Envelopes,57,5
2022-10-24,Superstore,Office Supplies,Envelopes,38,3
2022-10-25,Superstore,Office Supplies,Envelopes,39,3
2022-10-26,Superstore,Office Supplies,Envelopes,36,3
2022-10-27,Superstore,Office Supplies,Envelopes,37,3
2022-10-28,Superstore,Office Supplies,Envelopes,45,4
2022-10-29,Superstore,Office Supplies,Envelopes,54,5
2022-10-30,Superstore,Office Supplies,Envelopes,53,5
2022-10-31,Superstore,Office Supplies,Envelopes,45,4
2022-11-01,Superstore,Office Supplies,Envelopes,65,6
2022-11-02,Superstore,Office Supplies,Envelopes,65,6
2022-11-03,Superstore,Office Supplies,Envelopes,63,6
2022-11-04,Superstore,Office Supplies,Envelopes,63,6
2022-11-05,Superstore,Office Supplies,Envelopes,75,7
2022-11-06,Superstore,Office Supplies,Envelopes,78,7
2022-11-07,Superstore,Office Supplies,Envelopes,65,6
2022-11-08,Superstore,Office Supplies,Envelopes,65,6
2022-11-09,Superstore,Office Supplies,Envelopes,66,6
2022-11-10,Superstore,Office Supplies,Envelopes,66,6
2022-11-11,Superstore,Office Supplies,Envelopes,63,6
2022-11-12,Superstore,Office Supplies,Envelopes,76,7
2022-11-13,Superstore,Office Supplies,Envelopes,76,7
2022-11-14,Superstore,Office Supplies,Envelopes,62,6
2022-11-15,Superstore,Office Supplies,Envelopes,64,6
2022-11-16,Superstore,Office Supplies,Envelopes,69,6
2022-11-17,Superstore,Office Supplies,Envelopes,63,6
2022-11-18,Superstore,Office Supplies,Envelopes,62,6
2022-11-19,Superstore,Office Supplies,Envelopes,80,8
2022-11-20,Superstore,Office Supplies,Envelopes,82,8
2022-11-21,Superstore,Office Supplies,Envelopes,66,6
2022-11-22,Superstore,Office Supplies,Envelopes,69,6
2022-11-23,Superstore,Office Supplies,Envelopes,65,6
2022-11-24,Superstore,Office Supplies,Envelopes,70,7
2022-11-25,Superstore,Office Supplies,Envelopes,69,6
2022-11-26,Superstore,Office Supplies,Envelopes,83,8
2022-11-27,Superstore,Office Supplies,Envelopes,74,7
2022-11-28,Superstore,Office Supplies,Envelopes,68,6
2022-11-29,Superstore,Office Supplies,Envelopes,70,7
2022-11-30,Superstore,Office Supplies,Envelopes,62,6
2022-12-01,Superstore,Office Supplies,Envelopes,65,6
2022-12-02,Superstore,Office Supplies,Envelopes,69,6
2022-12-03,Superstore,Office Supplies,Envelopes,83,8
2022-12-04,Superstore,Office Supplies,Envelopes,83,8
2022-12-05,Superstore,Office Supplies,Envelopes,67,6
2022-12-06,Superstore,Office Supplies,Envelopes,62,6
2022-12-07,Superstore,Office Supplies,Envelopes,62,6
2022-12-08,Superstore,Office Supplies,Envelopes,67,6
2022-12-09,Superstore,Office Supplies,Envelopes,69,6
2022-12-10,Superstore,Office Supplies,Envelopes,76,7
2022-12-11,Superstore,Office Supplies,Envelopes,78,7
2022-12-12,Superstore,Office Supplies,Envelopes,69,6
2022-12-13,Superstore,Office Supplies,Envelopes,66,6
2022-12-14,Superstore,Office Supplies,Envelopes,68,6
2022-12-15,Superstore,Office Supplies,Envelopes,68,6
2022-12-16,Superstore,Office Supplies,Envelopes,69,6
2022-12-17,Superstore,Office Supplies,Envelopes,79,7
2022-12-18,Superstore,Office Supplies,Envelopes,80,8
2022-12-19,Superstore,Office Supplies,Envelopes,63,6
2022-12-20,Superstore,Office Supplies,Envelopes,69,6
2022-12-21,Superstore,Office Supplies,Envelopes,70,7
2022-12-22,Superstore,Office Supplies,Envelopes,70,7
2022-12-23,Superstore,Office Supplies,Envelopes,65,6
2022-12-24,Superstore,Office Supplies,Envelopes,82,8
2022-12-25,Superstore,Office Supplies,Envelopes,82,8
2022-12-26,Superstore,Office Supplies,Envelopes,69,6
2022-12-27,Superstore,Office Supplies,Envelopes,65,6
2022-12-28,Superstore,Office Supplies,Envelopes,70,7
2022-12-29,Superstore,Office Supplies,Envelopes,63,6
2022-12-30,Superstore,Office Supplies,Envelopes,64,6
2022-12-31,Superstore,Office Supplies,Envelopes,80,8
2023-01-01,Superstore,Office Supplies,Envelopes,53,5
2023-01-02,Superstore,Office Supplies,Envelopes,43,4
2023-01-03,Superstore,Office Supplies,Envelopes,41,4
2023-01-04,Superstore,Office Supplies,Envelopes,43,4
2023-01-05,Superstore,Office Supplies,Envelopes,45,4
2023-01-06,Superstore,Office Supplies,Envelopes,40,4
2023-01-07,Superstore,Office Supplies,Envelopes,51,5
2023-01-08,Superstore,Office Supplies,Envelopes,57,5
2023-01-09,Superstore,Office Supplies,Envelopes,41,4
2023-01-10,Superstore,Office Supplies,Envelopes,40,4
2023-01-11,Superstore,Office Supplies,Envelopes,41,4
2023-01-12,Superstore,Office Supplies,Envelopes,43,4
2023-01-13,Superstore,Office Supplies,Envelopes,42,4
2023-01-14,Superstore,Office Supplies,Envelopes,56,5
2023-01-15,Superstore,Office Supplies,Envelopes,56,5
2023-01-16,Superstore,Office Supplies,Envelopes,40,4
2023-01-17,Superstore,Office Supplies,Envelopes,45,4
2023-01-18,Superstore,Office Supplies,Envelopes,41,4
2023-01-19,Superstore,Office Supplies,Envelopes,37,3
2023-01-20,Superstore,Office Supplies,Envelopes,38,3
2023-01-21,Superstore,Office Supplies,Envelopes,51,5
2023-01-22,Superstore,Office Supplies,Envelopes,49,4
2023-01-23,Superstore,Office Supplies,Envelopes,39,3
2023-01-24,Superstore,Office Supplies,Envelopes,45,4
2023-01-25,Superstore,Office Supplies,Envelopes,41,4
2023-01-26,Superstore,Office Supplies,Envelopes,42,4
2023-01-27,Superstore,Office Supplies,Envelopes,44,4
2023-01-28,Superstore,Office Supplies,Envelopes,55,5
2023-01-29,Superstore,Office Supplies,Envelopes,52,5
2023-01-30,Superstore,Office Supplies,Envelopes,44,4
2023-01-31,Superstore,Office Supplies,Envelopes,45,4
2023-02-01,Superstore,Office Supplies,Envelopes,45,4
2023-02-02,Superstore,Office Supplies,Envelopes,44,4
2023-02-03,Superstore,Office Supplies,Envelopes,40,4
2023-02-04,Superstore,Office Supplies,Envelopes,56,5
2023-02-05,Superstore,Office Supplies,Envelopes,52,5
2023-02-06,Superstore,Office Supplies,Envelopes,40,4
2023-02-07,Superstore,Office Supplies,Envelopes,39,3
2023-02-08,Superstore,Office Supplies,Envelopes,42,4
2023-02-09,Superstore,Office Supplies,Envelopes,44,4
2023-02-10,Superstore,Office Supplies,Envelopes,36,3
2023-02-11,Superstore,Office Supplies,Envelopes,49,4
2023-02-12,Superstore,Office Supplies,Envelopes,49,4
2023-02-13,Superstore,Office Supplies,Envelopes,40,4
2023-02-14,Superstore,Office Supplies,Envelopes,43,4
2023-02-15,Superstore,Office Supplies,Envelopes,41,4
2023-02-16,Superstore,Office Supplies,Envelopes,42,4
2023-02-17,Superstore,Office Supplies,Envelopes,43,4
2023-02-18,Superstore,Office Supplies,Envelopes,55,5
